No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
26900,2022,1,25,19,109.0,-12,-6.0,1023.0,SE,0.89,0,0
26901,2022,1,25,20,130.0,-12,-7.0,1023.0,SE,1.78,0,0
26902,2022,1,25,21,113.0,-13,-9.0,1024.0,NE,0.89,0,0
26903,2022,1,25,22,118.0,-12,-8.0,1024.0,cv,0.45,0,0
26904,2022,1,25,23,124.0,-12,-9.0,1025.0,cv,1.34,0,0
26905,2022,1,26,0,135.0,-13,-9.0,1025.0,NE,0.89,0,0
26906,2022,1,26,1,174.0,-12,-10.0,1026.0,cv,0.45,0,0
26907,2022,1,26,2,161.0,-15,-12.0,1026.0,NW,1.79,0,0
26908,2022,1,26,3,186.0,-12,-11.0,1026.0,cv,0.89,0,0
26909,2022,1,26,4,189.0,-13,-11.0,1026.0,NW,0.89,0,0
26910,2022,1,26,5,169.0,-15,-13.0,1027.0,NW,4.02,0,0
26911,2022,1,26,6,155.0,-14,-13.0,1027.0,NW,5.81,0,0
26912,2022,1,26,7,138.0,-14,-12.0,1028.0,NW,7.6,0,0
26913,2022,1,26,8,126.0,-12,-10.0,1028.0,NW,9.39,0,0
26914,2022,1,26,9,124.0,-11,-7.0,1029.0,NW,11.18,0,0
26915,2022,1,26,10,96.0,-11,-4.0,1029.0,cv,0.89,0,0
26916,2022,1,26,11,94.0,-11,-3.0,1029.0,cv,1.78,0,0
26917,2022,1,26,12,122.0,-11,-1.0,1028.0,cv,2.67,0,0
26918,2022,1,26,13,156.0,-10,0.0,1027.0,SE,1.79,0,0
26919,2022,1,26,14,198.0,-11,2.0,1027.0,cv,1.79,0,0
26920,2022,1,26,15,162.0,-10,2.0,1026.0,cv,3.58,0,0
26921,2022,1,26,16,162.0,-10,2.0,1026.0,SE,3.13,0,0
26922,2022,1,26,17,172.0,-9,0.0,1027.0,SE,6.26,0,0
26923,2022,1,26,18,195.0,-8,-2.0,1028.0,SE,9.39,0,0
26924,2022,1,26,19,177.0,-8,-4.0,1028.0,cv,0.89,0,0
26925,2022,1,26,20,174.0,-8,-4.0,1028.0,cv,1.78,0,0
26926,2022,1,26,21,165.0,-8,-5.0,1029.0,cv,2.67,0,0
26927,2022,1,26,22,170.0,-8,-5.0,1029.0,cv,3.56,0,0
26928,2022,1,26,23,179.0,-9,-7.0,1029.0,cv,4.45,0,0
26929,2022,1,27,0,229.0,-8,-5.0,1030.0,SE,1.79,0,0
26930,2022,1,27,1,307.0,-8,-5.0,1030.0,NE,0.89,0,0
26931,2022,1,27,2,347.0,-8,-5.0,1030.0,NE,1.78,0,0
26932,2022,1,27,3,318.0,-10,-7.0,1029.0,NE,2.67,0,0
26933,2022,1,27,4,293.0,-11,-9.0,1029.0,NW,0.89,0,0
26934,2022,1,27,5,258.0,-10,-9.0,1029.0,NE,0.89,0,0
26935,2022,1,27,6,284.0,-11,-10.0,1029.0,NE,2.68,0,0
26936,2022,1,27,7,312.0,-9,-8.0,1030.0,SE,1.79,0,0
26937,2022,1,27,8,310.0,-9,-8.0,1030.0,SE,3.58,0,0
26938,2022,1,27,9,261.0,-7,-7.0,1030.0,SE,5.37,0,0
26939,2022,1,27,10,387.0,-6,-6.0,1030.0,SE,7.16,1,0
26940,2022,1,27,11,340.0,-6,-5.0,1030.0,cv,0.89,0,0
26941,2022,1,27,12,306.0,-5,-5.0,1029.0,SE,1.79,0,0
26942,2022,1,27,13,321.0,-5,-4.0,1028.0,SE,3.58,0,0
26943,2022,1,27,14,322.0,-5,-2.0,1027.0,cv,0.89,0,0
26944,2022,1,27,15,313.0,-5,-1.0,1027.0,SE,1.79,0,0
26945,2022,1,27,16,320.0,-5,-2.0,1026.0,SE,3.58,0,0
26946,2022,1,27,17,288.0,-5,-4.0,1025.0,SE,4.47,0,0
26947,2022,1,27,18,300.0,-5,-3.0,1025.0,NE,1.79,0,0
26948,2022,1,27,19,314.0,-5,-3.0,1025.0,NE,3.58,0,0
26949,2022,1,27,20,317.0,-5,-3.0,1025.0,cv,0.89,0,0
26950,2022,1,27,21,329.0,-5,-3.0,1025.0,SE,0.89,0,0
26951,2022,1,27,22,306.0,-5,-3.0,1024.0,cv,0.89,0,0
26952,2022,1,27,23,318.0,-5,-3.0,1024.0,SE,0.89,0,0
26953,2022,1,28,0,340.0,-5,-3.0,1024.0,SE,1.78,0,0
26954,2022,1,28,1,359.0,-5,-3.0,1023.0,cv,0.89,0,0
26955,2022,1,28,2,362.0,-5,-3.0,1023.0,SE,0.89,0,0
26956,2022,1,28,3,369.0,-5,-4.0,1022.0,NE,0.89,0,0
26957,2022,1,28,4,364.0,-5,-3.0,1021.0,SE,0.89,0,0
26958,2022,1,28,5,364.0,-5,-4.0,1021.0,NE,0.89,0,0
26959,2022,1,28,6,357.0,-5,-4.0,1021.0,NE,1.78,0,0
26960,2022,1,28,7,362.0,-5,-4.0,1021.0,cv,0.89,0,0
26961,2022,1,28,8,369.0,-5,-3.0,1021.0,NE,1.79,0,0
26962,2022,1,28,9,348.0,-5,-3.0,1021.0,NW,3.13,0,0
26963,2022,1,28,10,348.0,-5,-2.0,1022.0,NW,4.92,0,0
26964,2022,1,28,11,357.0,-5,0.0,1022.0,NW,6.71,0,0
26965,2022,1,28,12,367.0,-5,1.0,1021.0,NW,8.5,0,0
26966,2022,1,28,13,384.0,-5,2.0,1020.0,cv,0.89,0,0
26967,2022,1,28,14,394.0,-5,3.0,1019.0,cv,1.78,0,0
26968,2022,1,28,15,409.0,-5,3.0,1019.0,SE,1.79,0,0
26969,2022,1,28,16,496.0,-5,3.0,1019.0,SE,3.58,0,0
26970,2022,1,28,17,490.0,-4,1.0,1020.0,SE,6.71,0,0
26971,2022,1,28,18,459.0,-5,-2.0,1021.0,SE,9.84,0,0
26972,2022,1,28,19,446.0,-5,-3.0,1022.0,SE,11.63,0,0
26973,2022,1,28,20,444.0,-4,-1.0,1022.0,SE,13.42,0,0
26974,2022,1,28,21,443.0,-6,-5.0,1023.0,SE,14.31,0,0
26975,2022,1,28,22,444.0,-7,-6.0,1024.0,NE,0.89,0,0
26976,2022,1,28,23,510.0,-5,-4.0,1024.0,SE,0.89,0,0
26977,2022,1,29,0,508.0,-6,-6.0,1024.0,SE,1.78,0,0
26978,2022,1,29,1,490.0,-7,-7.0,1024.0,NE,0.89,0,0
26979,2022,1,29,2,472.0,-6,-6.0,1024.0,cv,0.45,0,0
26980,2022,1,29,3,451.0,-7,-7.0,1025.0,cv,0.9,0,0
26981,2022,1,29,4,448.0,-8,-7.0,1024.0,cv,1.79,0,0
26982,2022,1,29,5,,-9,-8.0,1025.0,SE,1.79,0,0
26983,2022,1,29,6,526.0,-7,-6.0,1025.0,SE,3.58,0,0
26984,2022,1,29,7,460.0,-6,-5.0,1025.0,cv,0.89,0,0
26985,2022,1,29,8,438.0,-6,-5.0,1026.0,SE,0.89,0,0
26986,2022,1,29,9,425.0,-5,-5.0,1026.0,SE,2.68,0,0
26987,2022,1,29,10,462.0,-5,-5.0,1026.0,SE,4.47,1,0
26988,2022,1,29,11,493.0,-5,-4.0,1026.0,SE,6.26,2,0
26989,2022,1,29,12,484.0,-4,-4.0,1025.0,cv,0.89,3,0
26990,2022,1,29,13,463.0,-4,-3.0,1025.0,SE,1.79,4,0
26991,2022,1,29,14,476.0,-4,-3.0,1024.0,SE,3.58,5,0
26992,2022,1,29,15,445.0,-4,-3.0,1025.0,SE,6.71,6,0
26993,2022,1,29,16,441.0,-4,-3.0,1025.0,SE,8.5,7,0
26994,2022,1,29,17,436.0,-4,-3.0,1025.0,SE,11.63,8,0
26995,2022,1,29,18,411.0,-4,-3.0,1026.0,SE,13.42,9,0
26996,2022,1,29,19,389.0,-4,-3.0,1026.0,SE,15.21,10,0
26997,2022,1,29,20,357.0,-4,-3.0,1026.0,SE,17.0,0,0
26998,2022,1,29,21,345.0,-4,-3.0,1027.0,SE,20.13,0,0
26999,2022,1,29,22,335.0,-4,-3.0,1027.0,SE,21.92,0,0
27000,2022,1,29,23,322.0,-5,-3.0,1027.0,SE,23.71,0,0
27001,2022,1,30,0,316.0,-5,-4.0,1027.0,SE,25.5,0,0
27002,2022,1,30,1,315.0,-5,-4.0,1027.0,SE,27.29,0,0
27003,2022,1,30,2,304.0,-5,-4.0,1027.0,SE,29.08,0,0
27004,2022,1,30,3,282.0,-5,-4.0,1027.0,SE,30.87,0,0
27005,2022,1,30,4,260.0,-5,-4.0,1027.0,SE,32.66,0,0
27006,2022,1,30,5,266.0,-5,-4.0,1026.0,SE,34.45,0,0
27007,2022,1,30,6,278.0,-5,-4.0,1026.0,NE,0.89,0,0
27008,2022,1,30,7,273.0,-5,-4.0,1026.0,SE,1.79,0,0
27009,2022,1,30,8,275.0,-5,-4.0,1027.0,SE,3.58,0,0
27010,2022,1,30,9,287.0,-5,-3.0,1027.0,SE,5.37,0,0
27011,2022,1,30,10,302.0,-5,-3.0,1027.0,SE,7.16,0,0
27012,2022,1,30,11,299.0,-5,-3.0,1027.0,cv,0.89,0,0
27013,2022,1,30,12,297.0,-5,-3.0,1026.0,cv,1.78,0,0
27014,2022,1,30,13,286.0,-4,-3.0,1025.0,cv,2.67,0,0
27015,2022,1,30,14,297.0,-4,-2.0,1025.0,cv,3.56,0,0
27016,2022,1,30,15,288.0,-4,-2.0,1024.0,SE,1.79,0,0
27017,2022,1,30,16,281.0,-4,-2.0,1024.0,cv,0.89,0,0
27018,2022,1,30,17,251.0,-4,-2.0,1025.0,NE,0.89,0,0
27019,2022,1,30,18,248.0,-4,-2.0,1025.0,NE,2.68,0,0
27020,2022,1,30,19,222.0,-4,-2.0,1026.0,NW,0.89,0,0
27021,2022,1,30,20,199.0,-4,-2.0,1026.0,NW,4.02,0,0
27022,2022,1,30,21,265.0,-4,-2.0,1026.0,NW,5.81,0,0
27023,2022,1,30,22,288.0,-4,-2.0,1026.0,NE,1.79,0,0
27024,2022,1,30,23,296.0,-4,-2.0,1026.0,cv,0.89,0,0
27025,2022,1,31,0,311.0,-4,-2.0,1026.0,NW,0.89,0,0
27026,2022,1,31,1,276.0,-4,-2.0,1026.0,cv,0.89,0,0
27027,2022,1,31,2,259.0,-4,-2.0,1026.0,NW,0.89,0,0
27028,2022,1,31,3,205.0,-4,-2.0,1026.0,NW,1.78,0,0
27029,2022,1,31,4,181.0,-4,-2.0,1025.0,NE,0.89,0,0
27030,2022,1,31,5,213.0,-4,-2.0,1025.0,NW,1.79,0,0
27031,2022,1,31,6,208.0,-4,-2.0,1025.0,cv,0.45,0,0
27032,2022,1,31,7,206.0,-3,-2.0,1025.0,SE,0.89,0,0
27033,2022,1,31,8,183.0,-3,-2.0,1026.0,cv,0.89,0,1
27034,2022,1,31,9,178.0,-2,-2.0,1026.0,NE,0.89,0,2
27035,2022,1,31,10,178.0,-2,-1.0,1026.0,NW,3.13,0,3
27036,2022,1,31,11,169.0,-2,-1.0,1025.0,NE,0.89,0,4
27037,2022,1,31,12,177.0,-1,-1.0,1024.0,NE,2.68,0,5
27038,2022,1,31,13,174.0,-1,-1.0,1023.0,NW,1.79,1,0
27039,2022,1,31,14,172.0,-1,-1.0,1022.0,cv,0.89,2,0
27040,2022,1,31,15,157.0,-1,-1.0,1022.0,NE,1.79,3,0
27041,2022,1,31,16,143.0,-1,-1.0,1022.0,cv,0.89,0,0
27042,2022,1,31,17,147.0,-1,-1.0,1022.0,cv,1.78,0,0
27043,2022,1,31,18,136.0,-1,0.0,1022.0,NW,4.02,0,0
27044,2022,1,31,19,144.0,-1,-1.0,1022.0,NW,7.15,1,0
27045,2022,1,31,20,146.0,-1,0.0,1022.0,NW,10.28,2,0
27046,2022,1,31,21,149.0,-1,0.0,1022.0,NW,12.07,3,0
27047,2022,1,31,22,129.0,-1,0.0,1022.0,NW,15.2,0,0
27048,2022,1,31,23,111.0,-2,-2.0,1023.0,NW,18.33,0,0
27049,2022,2,1,0,123.0,-4,-4.0,1022.0,NE,3.13,0,0
27050,2022,2,1,1,155.0,-3,-3.0,1023.0,NW,3.13,0,0
27051,2022,2,1,2,134.0,-5,-5.0,1023.0,NW,7.15,0,0
27052,2022,2,1,3,98.0,-5,-5.0,1023.0,NE,1.79,0,0
27053,2022,2,1,4,53.0,-4,-2.0,1023.0,NW,7.15,0,0
27054,2022,2,1,5,26.0,-7,-2.0,1024.0,NW,14.3,0,0
27055,2022,2,1,6,15.0,-7,-2.0,1025.0,NE,3.13,0,0
27056,2022,2,1,7,21.0,-8,-3.0,1026.0,NW,7.15,0,0
27057,2022,2,1,8,29.0,-8,-2.0,1028.0,NW,11.17,0,0
27058,2022,2,1,9,14.0,-10,-2.0,1029.0,NE,7.15,0,0
27059,2022,2,1,10,18.0,-11,-1.0,1030.0,NW,5.81,0,0
27060,2022,2,1,11,20.0,-11,1.0,1030.0,NE,7.15,0,0
27061,2022,2,1,12,24.0,-13,0.0,1030.0,NE,12.07,0,0
27062,2022,2,1,13,22.0,-14,1.0,1030.0,NE,16.09,0,0
27063,2022,2,1,14,19.0,-14,2.0,1030.0,NW,4.02,0,0
27064,2022,2,1,15,21.0,-15,3.0,1030.0,NW,9.83,0,0
27065,2022,2,1,16,15.0,-15,2.0,1030.0,NW,14.75,0,0
27066,2022,2,1,17,16.0,-17,0.0,1030.0,NE,3.13,0,0
27067,2022,2,1,18,22.0,-15,-1.0,1031.0,NE,6.26,0,0
27068,2022,2,1,19,23.0,-16,-1.0,1032.0,NE,9.39,0,0
27069,2022,2,1,20,27.0,-16,-2.0,1033.0,NE,13.41,0,0
27070,2022,2,1,21,21.0,-16,-2.0,1033.0,NE,17.43,0,0
27071,2022,2,1,22,9.0,-17,-3.0,1033.0,NE,22.35,0,0
27072,2022,2,1,23,14.0,-17,-4.0,1033.0,NE,27.27,0,0
27073,2022,2,2,0,14.0,-17,-4.0,1034.0,NE,30.4,0,0
27074,2022,2,2,1,10.0,-17,-5.0,1034.0,NE,32.19,0,0
27075,2022,2,2,2,9.0,-17,-6.0,1034.0,NE,33.08,0,0
27076,2022,2,2,3,16.0,-17,-8.0,1034.0,NW,3.13,0,0
27077,2022,2,2,4,16.0,-16,-9.0,1034.0,NW,6.26,0,0
27078,2022,2,2,5,15.0,-16,-11.0,1034.0,NW,9.39,0,0
27079,2022,2,2,6,19.0,-16,-10.0,1034.0,NW,11.18,0,0
27080,2022,2,2,7,17.0,-16,-11.0,1034.0,NW,14.31,0,0
27081,2022,2,2,8,38.0,-15,-8.0,1034.0,NW,18.33,0,0
27082,2022,2,2,9,32.0,-14,-5.0,1034.0,NW,21.46,0,0
27083,2022,2,2,10,46.0,-15,-3.0,1034.0,NW,23.25,0,0
27084,2022,2,2,11,50.0,-15,-1.0,1034.0,NW,25.04,0,0
27085,2022,2,2,12,52.0,-16,1.0,1033.0,cv,0.89,0,0
27086,2022,2,2,13,55.0,-16,2.0,1031.0,cv,1.78,0,0
27087,2022,2,2,14,51.0,-15,3.0,1030.0,cv,3.57,0,0
27088,2022,2,2,15,63.0,-15,4.0,1029.0,SE,1.79,0,0
27089,2022,2,2,16,55.0,-15,4.0,1029.0,SE,4.92,0,0
27090,2022,2,2,17,57.0,-15,2.0,1029.0,SE,6.71,0,0
27091,2022,2,2,18,59.0,-13,0.0,1029.0,SE,8.5,0,0
27092,2022,2,2,19,66.0,-12,1.0,1029.0,cv,3.13,0,0
27093,2022,2,2,20,81.0,-10,-1.0,1028.0,SE,3.13,0,0
27094,2022,2,2,21,84.0,-10,-2.0,1029.0,SE,4.92,0,0
27095,2022,2,2,22,83.0,-8,-3.0,1029.0,cv,0.89,0,0
27096,2022,2,2,23,90.0,-9,-3.0,1028.0,SE,1.79,0,0
27097,2022,2,3,0,114.0,-9,-4.0,1027.0,SE,3.58,0,0
27098,2022,2,3,1,129.0,-10,-3.0,1027.0,SE,5.37,0,0
27099,2022,2,3,2,150.0,-10,-4.0,1026.0,SE,6.26,0,0
27100,2022,2,3,3,161.0,-9,-4.0,1026.0,NE,1.79,0,0
27101,2022,2,3,4,166.0,-6,-3.0,1024.0,cv,0.89,0,0
27102,2022,2,3,5,191.0,-6,-3.0,1023.0,SE,1.79,0,0
27103,2022,2,3,6,135.0,-4,-3.0,1023.0,SE,4.92,1,0
27104,2022,2,3,7,126.0,-3,-3.0,1023.0,cv,0.89,2,0
27105,2022,2,3,8,126.0,-3,-3.0,1022.0,SE,1.79,3,0
27106,2022,2,3,9,138.0,-3,-3.0,1022.0,SE,3.58,4,0
27107,2022,2,3,10,165.0,-3,-3.0,1022.0,SE,5.37,5,0
27108,2022,2,3,11,181.0,-3,-2.0,1021.0,SE,7.16,6,0
27109,2022,2,3,12,194.0,-3,-2.0,1020.0,SE,8.05,7,0
27110,2022,2,3,13,201.0,-2,-2.0,1019.0,cv,0.89,8,0
27111,2022,2,3,14,202.0,-3,-2.0,1018.0,SE,1.79,9,0
27112,2022,2,3,15,223.0,-2,-2.0,1017.0,NE,1.79,10,0
27113,2022,2,3,16,228.0,-2,-2.0,1017.0,NE,2.68,11,0
27114,2022,2,3,17,227.0,-2,-2.0,1017.0,NE,3.57,0,0
27115,2022,2,3,18,227.0,-2,-2.0,1017.0,NE,5.36,0,0
27116,2022,2,3,19,232.0,-2,-1.0,1018.0,NW,1.79,0,0
27117,2022,2,3,20,219.0,-2,-1.0,1018.0,NW,4.92,0,0
27118,2022,2,3,21,239.0,-4,-3.0,1018.0,NW,6.71,0,0
27119,2022,2,3,22,233.0,-6,-5.0,1019.0,NW,9.84,0,0
27120,2022,2,3,23,225.0,-7,-6.0,1020.0,NW,12.97,0,0
27121,2022,2,4,0,215.0,-7,-7.0,1020.0,NW,16.1,0,0
27122,2022,2,4,1,217.0,-6,-6.0,1022.0,cv,0.89,0,0
27123,2022,2,4,2,100.0,-5,-5.0,1022.0,NW,3.13,0,0
27124,2022,2,4,3,25.0,-5,-3.0,1024.0,NW,12.07,0,0
27125,2022,2,4,4,12.0,-10,-3.0,1026.0,NW,20.12,0,0
27126,2022,2,4,5,16.0,-11,-4.0,1027.0,NW,28.17,0,0
27127,2022,2,4,6,14.0,-13,-6.0,1028.0,NW,33.09,0,0
27128,2022,2,4,7,20.0,-14,-6.0,1030.0,NW,34.88,0,0
27129,2022,2,4,8,12.0,-15,-7.0,1031.0,NW,38.9,0,0
27130,2022,2,4,9,18.0,-15,-4.0,1032.0,NE,3.13,0,0
27131,2022,2,4,10,15.0,-14,-3.0,1033.0,NW,4.02,0,0
27132,2022,2,4,11,18.0,-15,-3.0,1033.0,NE,4.02,0,0
27133,2022,2,4,12,21.0,-13,-2.0,1032.0,NE,7.15,0,0
27134,2022,2,4,13,17.0,-13,-1.0,1031.0,NE,10.28,0,0
27135,2022,2,4,14,19.0,-14,0.0,1029.0,NE,13.41,0,0
27136,2022,2,4,15,21.0,-16,0.0,1029.0,NE,16.54,0,0
27137,2022,2,4,16,22.0,-15,1.0,1029.0,cv,0.89,0,0
27138,2022,2,4,17,27.0,-13,-1.0,1029.0,SE,0.89,0,0
27139,2022,2,4,18,29.0,-13,-2.0,1029.0,SE,2.68,0,0
27140,2022,2,4,19,27.0,-12,-3.0,1029.0,SE,6.7,0,0
27141,2022,2,4,20,31.0,-12,-2.0,1029.0,SE,9.83,0,0
27142,2022,2,4,21,32.0,-12,-3.0,1029.0,SE,11.62,0,0
27143,2022,2,4,22,29.0,-11,-3.0,1028.0,SE,12.51,0,0
27144,2022,2,4,23,65.0,-8,-3.0,1028.0,SE,15.64,0,0
27145,2022,2,5,0,94.0,-6,-3.0,1027.0,SE,18.77,0,0
27146,2022,2,5,1,77.0,-6,-3.0,1026.0,SE,20.56,0,0
27147,2022,2,5,2,60.0,-6,-3.0,1026.0,SE,23.69,0,0
27148,2022,2,5,3,52.0,-6,-3.0,1026.0,SE,25.48,0,0
27149,2022,2,5,4,49.0,-6,-4.0,1026.0,SE,27.27,0,0
27150,2022,2,5,5,50.0,-7,-4.0,1025.0,SE,29.06,0,0
27151,2022,2,5,6,57.0,-7,-4.0,1024.0,SE,30.85,0,0
27152,2022,2,5,7,72.0,-7,-4.0,1024.0,SE,32.64,0,0
27153,2022,2,5,8,85.0,-6,-4.0,1025.0,SE,34.43,0,0
27154,2022,2,5,9,89.0,-5,-3.0,1025.0,SE,37.56,1,0
27155,2022,2,5,10,85.0,-4,-3.0,1025.0,SE,39.35,2,0
27156,2022,2,5,11,80.0,-4,-3.0,1024.0,SE,41.14,3,0
27157,2022,2,5,12,82.0,-4,-2.0,1024.0,cv,0.89,0,0
27158,2022,2,5,13,90.0,-3,-2.0,1023.0,cv,2.68,0,0
27159,2022,2,5,14,89.0,-3,-2.0,1022.0,SE,1.79,0,0
27160,2022,2,5,15,90.0,-4,-1.0,1022.0,cv,1.79,0,0
27161,2022,2,5,16,96.0,-4,-1.0,1022.0,SE,1.79,0,0
27162,2022,2,5,17,99.0,-5,-2.0,1022.0,SE,4.92,0,0
27163,2022,2,5,18,105.0,-6,-3.0,1022.0,SE,6.71,0,0
27164,2022,2,5,19,115.0,-5,-3.0,1023.0,SE,9.84,0,0
27165,2022,2,5,20,128.0,-6,-4.0,1024.0,SE,11.63,0,0
27166,2022,2,5,21,136.0,-7,-6.0,1024.0,cv,0.89,0,0
27167,2022,2,5,22,148.0,-8,-8.0,1024.0,SE,0.89,0,0
27168,2022,2,5,23,152.0,-9,-8.0,1024.0,cv,0.89,0,0
27169,2022,2,6,0,156.0,-8,-7.0,1024.0,cv,1.78,0,0
27170,2022,2,6,1,192.0,-11,-10.0,1024.0,NE,1.79,0,0
27171,2022,2,6,2,214.0,-12,-11.0,1024.0,NW,1.79,0,0
27172,2022,2,6,3,234.0,-9,-8.0,1024.0,NW,3.58,0,0
27173,2022,2,6,4,229.0,-11,-10.0,1023.0,NW,6.71,0,0
27174,2022,2,6,5,212.0,-9,-9.0,1023.0,cv,0.89,0,0
27175,2022,2,6,6,208.0,-12,-11.0,1023.0,NW,1.79,0,0
27176,2022,2,6,7,227.0,-11,-10.0,1024.0,NE,1.79,0,0
27177,2022,2,6,8,220.0,-10,-9.0,1024.0,cv,0.89,0,0
27178,2022,2,6,9,203.0,-5,-4.0,1025.0,NW,1.79,0,0
27179,2022,2,6,10,188.0,-4,-2.0,1025.0,NW,3.58,0,0
27180,2022,2,6,11,11.0,-5,2.0,1024.0,cv,0.89,0,0
27181,2022,2,6,12,9.0,-13,3.0,1024.0,NW,5.81,0,0
27182,2022,2,6,13,9.0,-15,4.0,1023.0,NW,13.86,0,0
27183,2022,2,6,14,9.0,-19,3.0,1023.0,NW,23.69,0,0
27184,2022,2,6,15,6.0,-18,3.0,1024.0,NW,32.63,0,0
27185,2022,2,6,16,10.0,-20,0.0,1026.0,NW,44.7,0,0
27186,2022,2,6,17,8.0,-24,-3.0,1027.0,NW,57.66,0,0
27187,2022,2,6,18,5.0,-24,-5.0,1029.0,NW,67.49,0,0
27188,2022,2,6,19,8.0,-26,-7.0,1032.0,NW,77.32,0,0
27189,2022,2,6,20,9.0,-26,-8.0,1033.0,NW,88.5,0,0
27190,2022,2,6,21,12.0,-26,-8.0,1033.0,NW,98.33,0,0
27191,2022,2,6,22,9.0,-25,-9.0,1034.0,NW,104.14,0,0
27192,2022,2,6,23,9.0,-27,-9.0,1035.0,NW,113.08,0,0
27193,2022,2,7,0,9.0,-28,-10.0,1036.0,NW,122.91,0,0
27194,2022,2,7,1,7.0,-26,-11.0,1036.0,NW,128.72,0,0
27195,2022,2,7,2,7.0,-26,-11.0,1037.0,NW,134.53,0,0
27196,2022,2,7,3,7.0,-26,-13.0,1037.0,NE,1.79,0,0
27197,2022,2,7,4,6.0,-25,-14.0,1037.0,NW,4.02,0,0
27198,2022,2,7,5,9.0,-25,-15.0,1037.0,NE,3.13,0,0
27199,2022,2,7,6,8.0,-27,-14.0,1039.0,NW,1.79,0,0
27200,2022,2,7,7,11.0,-27,-14.0,1040.0,NE,4.92,0,0
27201,2022,2,7,8,11.0,-26,-14.0,1040.0,NW,4.02,0,0
27202,2022,2,7,9,8.0,-26,-11.0,1040.0,NW,8.94,0,0
27203,2022,2,7,10,10.0,-27,-11.0,1040.0,NE,5.81,0,0
27204,2022,2,7,11,10.0,-27,-9.0,1040.0,NE,9.83,0,0
27205,2022,2,7,12,15.0,-26,-8.0,1040.0,NW,3.13,0,0
27206,2022,2,7,13,13.0,-25,-5.0,1038.0,NW,6.26,0,0
27207,2022,2,7,14,11.0,-25,-5.0,1038.0,NE,3.13,0,0
27208,2022,2,7,15,10.0,-23,-5.0,1037.0,NE,6.26,0,0
27209,2022,2,7,16,9.0,-23,-4.0,1036.0,NE,8.05,0,0
27210,2022,2,7,17,12.0,-23,-5.0,1037.0,NE,9.84,0,0
27211,2022,2,7,18,18.0,-22,-9.0,1037.0,NW,3.13,0,0
27212,2022,2,7,19,24.0,-22,-9.0,1038.0,NE,3.13,0,0
27213,2022,2,7,20,18.0,-22,-8.0,1039.0,NE,6.26,0,0
27214,2022,2,7,21,18.0,-23,-8.0,1040.0,NE,10.28,0,0
27215,2022,2,7,22,20.0,-23,-8.0,1041.0,NE,15.2,0,0
27216,2022,2,7,23,27.0,-23,-9.0,1041.0,NE,20.12,0,0
27217,2022,2,8,0,15.0,-24,-9.0,1040.0,NE,25.04,0,0
27218,2022,2,8,1,10.0,-23,-10.0,1040.0,NE,28.17,0,0
27219,2022,2,8,2,12.0,-24,-10.0,1040.0,NE,31.3,0,0
27220,2022,2,8,3,9.0,-24,-12.0,1040.0,NW,3.13,0,0
27221,2022,2,8,4,13.0,-23,-13.0,1040.0,NW,4.92,0,0
27222,2022,2,8,5,11.0,-22,-13.0,1039.0,NW,6.71,0,0
27223,2022,2,8,6,10.0,-21,-13.0,1039.0,NW,9.84,0,0
27224,2022,2,8,7,15.0,-22,-14.0,1038.0,NW,11.63,0,0
27225,2022,2,8,8,19.0,-22,-10.0,1039.0,NW,13.42,0,0
27226,2022,2,8,9,26.0,-22,-8.0,1039.0,NW,15.21,0,0
27227,2022,2,8,10,26.0,-22,-7.0,1038.0,cv,0.89,0,0
27228,2022,2,8,11,15.0,-23,-6.0,1038.0,SE,1.79,0,0
27229,2022,2,8,12,26.0,-22,-5.0,1037.0,SE,3.58,0,0
27230,2022,2,8,13,48.0,-22,-5.0,1035.0,cv,1.79,0,0
27231,2022,2,8,14,64.0,-20,-3.0,1034.0,cv,2.68,0,0
27232,2022,2,8,15,56.0,-19,-3.0,1033.0,SE,3.13,0,0
27233,2022,2,8,16,57.0,-18,-3.0,1032.0,SE,6.26,0,0
27234,2022,2,8,17,66.0,-17,-4.0,1032.0,SE,10.28,0,0
27235,2022,2,8,18,106.0,-15,-5.0,1032.0,SE,13.41,0,0
27236,2022,2,8,19,166.0,-15,-5.0,1032.0,cv,3.13,0,0
27237,2022,2,8,20,174.0,-14,-6.0,1031.0,cv,4.02,0,0
27238,2022,2,8,21,152.0,-13,-8.0,1031.0,cv,4.91,0,0
27239,2022,2,8,22,144.0,-13,-8.0,1030.0,SE,1.79,0,0
27240,2022,2,8,23,115.0,-14,-8.0,1030.0,SE,3.58,0,0
27241,2022,2,9,0,108.0,-14,-8.0,1030.0,SE,5.37,0,0
27242,2022,2,9,1,111.0,-14,-8.0,1029.0,SE,7.16,0,0
27243,2022,2,9,2,111.0,-14,-8.0,1028.0,SE,8.95,0,0
27244,2022,2,9,3,125.0,-14,-9.0,1028.0,SE,10.74,0,0
27245,2022,2,9,4,128.0,-15,-11.0,1027.0,cv,0.89,0,0
27246,2022,2,9,5,156.0,-15,-13.0,1027.0,NE,1.79,0,0
27247,2022,2,9,6,168.0,-15,-12.0,1026.0,SE,0.89,0,0
27248,2022,2,9,7,175.0,-14,-13.0,1026.0,NE,0.89,0,0
