SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.910789327,44,1,0.456254375,10000.0,9,1,3,0,2.0
0,0.005720664,55,0,0.597054182,1900.0,7,0,2,0,0.0
0,0.016902162,87,0,0.002587322,10048.0,5,0,0,0,0.0
0,0.020601555,61,0,0.67237932,3500.0,11,0,1,0,0.0
0,0.006481922,46,0,0.183304237,6300.0,13,0,2,0,1.0
0,0.576255693,58,0,0.158954675,19017.0,12,0,0,0,1.0
0,0.025286285,62,0,0.007786429,5393.0,6,0,0,0,2.0
0,0.002158662,63,0,0.297036773,2800.0,5,0,0,0,0.0
0,0.106538138,43,0,0.035768072,10623.0,14,0,0,0,1.0
0,0.0,85,0,0.0,,4,0,0,0,
0,0.066387656,32,0,0.117335686,6800.0,12,0,0,0,0.0
0,0.021691891,94,0,0.854389722,1400.0,7,0,1,0,0.0
0,0.055748839,62,0,0.218832622,4916.0,11,0,1,0,0.0
0,0.673252799,47,0,0.258744553,8490.0,9,0,1,0,4.0
0,0.0,56,0,0.206141395,4200.0,4,0,0,0,2.0
0,0.061226055,44,0,0.275732267,8500.0,15,0,2,0,0.0
0,0.356456696,45,0,0.643735626,10000.0,17,0,2,0,3.0
0,0.020224494,35,0,0.009596162,2500.0,3,0,0,0,0.0
0,0.048412124,86,0,0.137372525,5000.0,6,0,1,0,0.0
1,0.946378479,40,0,0.899507216,5681.0,11,2,2,0,1.0
0,0.957736151,79,0,0.642764016,2300.0,4,0,0,0,0.0
0,0.436209635,34,0,0.217353199,2281.0,6,0,0,0,0.0
0,0.67189543,63,1,0.368638875,43250.0,25,0,4,0,0.0
0,0.134632284,38,0,1.392607393,1000.0,4,0,1,0,2.0
0,0.404596968,46,0,0.590654481,6783.0,7,0,2,0,1.0
0,0.001002683,49,0,0.363946634,25783.0,9,0,3,0,2.0
0,0.005565579,74,1,0.001907669,2620.0,4,0,0,0,0.0
0,0.456859245,34,0,0.374381281,6666.0,11,0,1,0,0.0
0,0.027588261,68,0,0.008822164,6460.0,7,0,0,0,0.0
0,0.843559083,59,0,0.366819747,6967.0,10,0,1,1,1.0
0,0.082692057,58,0,0.219152665,9700.0,7,0,2,0,0.0
0,0.0,48,0,0.356382181,6666.0,6,0,2,0,1.0
0,0.104289928,43,0,0.371232468,3350.0,13,0,1,0,1.0
0,0.349512371,50,1,0.703899771,5666.0,15,0,1,0,1.0
0,0.795668819,28,2,0.358129962,3400.0,10,0,0,0,0.0
0,0.188627783,48,0,0.650268336,4471.0,11,0,1,0,3.0
0,0.176645584,65,0,0.037305516,5655.0,1,0,0,0,0.0
0,0.115362821,37,0,0.505974153,4100.0,6,0,1,0,0.0
0,0.065991751,62,0,0.707535642,2454.0,6,0,2,0,0.0
0,0.874469263,34,1,0.193283676,7920.0,13,0,0,1,1.0
0,0.000544481,81,0,0.010755946,6600.0,11,0,0,0,0.0
0,0.142176648,49,0,0.019633508,9167.0,5,0,0,0,1.0
0,0.061746913,85,0,41.0,,7,0,0,0,
0,0.291199055,53,0,0.572071321,6000.0,11,0,2,0,2.0
0,0.026618806,53,0,0.001828362,8750.0,4,0,0,0,0.0
0,0.608492673,45,0,0.79186005,2800.0,13,0,1,0,0.0
0,0.016975677,64,3,0.013096747,7100.0,9,0,0,0,0.0
0,0.011927714,29,0,13.0,,4,0,0,0,0.0
0,0.006576328,38,0,0.161860823,2600.0,14,0,0,0,0.0
0,0.304277143,39,0,3.050980392,254.0,9,0,0,0,2.0
0,0.022018012,76,0,0.894368544,3000.0,11,0,1,0,0.0
1,0.955780416,50,1,0.193214729,7250.0,16,0,0,0,0.0
0,0.189976667,49,0,0.178583886,14334.0,5,0,1,0,2.0
0,0.221156803,44,0,0.304637601,3600.0,9,0,1,0,0.0
0,0.403893404,39,0,0.419188464,19000.0,15,0,2,0,2.0
0,0.534113774,34,0,0.323663055,2860.0,10,0,0,0,0.0
0,0.819159042,62,0,0.388619015,4322.0,7,0,1,0,1.0
0,0.073641409,64,0,0.319932203,14749.0,18,0,1,0,0.0
0,0.788249329,61,0,3.15206878,1860.0,15,0,3,0,0.0
0,0.0,64,0,0.682339348,11250.0,8,0,5,0,1.0
0,0.944159961,26,0,0.317719841,2262.0,5,0,0,0,1.0
0,0.169863431,67,1,0.27109101,10833.0,8,0,1,0,0.0
0,0.178440827,39,0,0.635738832,3200.0,7,0,2,0,2.0
0,0.064824436,82,0,0.291541692,3333.0,13,0,1,0,0.0
0,0.0,81,0,0.172887682,5893.0,9,0,1,0,1.0
0,0.010573263,74,0,0.240185321,4100.0,13,0,1,0,0.0
0,0.139837166,37,0,0.81433876,3500.0,3,0,1,0,1.0
0,0.236476352,33,2,0.310489002,5500.0,7,0,1,0,2.0
0,0.085793597,68,0,0.204265245,3000.0,13,0,2,0,0.0
0,0.0,67,0,0.972389991,2317.0,8,0,1,0,0.0
0,0.038518496,47,0,0.372923294,2828.0,7,0,0,0,3.0
0,0.537333242,67,0,0.658417698,8000.0,15,0,3,0,2.0
0,0.114777516,78,0,68.0,,6,0,0,0,0.0
0,0.270351784,70,0,0.084979767,4200.0,5,0,0,0,0.0
0,0.0,30,0,0.388577257,1960.0,5,0,0,0,1.0
0,0.102940537,51,0,0.253783081,15000.0,14,0,2,0,0.0
0,0.253474653,48,0,0.23086664,12634.0,7,0,2,0,4.0
0,0.065649765,41,0,0.183176336,16666.0,6,0,1,0,2.0
0,0.076959548,42,0,0.467195926,6675.0,12,0,2,0,2.0
0,0.790524578,49,0,0.572528302,6624.0,9,0,1,0,2.0
0,0.887721435,60,4,1.313895216,4389.0,12,0,2,0,1.0
0,0.132243648,37,0,0.013033079,61458.0,7,0,0,0,2.0
0,0.319214841,69,0,0.409530157,3000.0,9,0,2,0,0.0
0,0.105932731,47,0,0.476458826,5500.0,15,0,1,0,2.0
0,0.598802395,25,0,57.0,,2,0,0,0,
0,0.102829439,68,0,0.645018916,1585.0,8,0,0,0,0.0
0,0.032514794,68,0,0.010576923,5199.0,5,0,0,0,0.0
0,0.0,73,0,0.0004995,2001.0,5,0,0,0,0.0
0,0.007919366,80,0,0.001285898,2332.0,9,0,0,0,0.0
0,0.003836546,54,0,0.288417167,6500.0,15,0,2,0,0.0
0,0.182,49,0,0.025469729,2394.0,1,0,0,0,1.0
0,0.166016194,45,0,0.02729727,10000.0,6,0,0,0,1.0
1,0.968031968,42,1,0.622810765,2340.0,5,2,0,0,1.0
0,0.143892233,52,1,0.591492962,13000.0,17,0,5,0,1.0
0,0.648063639,69,1,0.342408634,8153.0,8,0,1,0,1.0
0,0.169652529,32,0,1.08125,959.0,4,0,1,0,1.0
0,0.067983723,60,0,0.711753477,3666.0,15,0,2,0,0.0
1,0.999949847,33,6,0.259772005,45000.0,10,5,2,1,0.0
0,0.15689036,41,0,0.288871113,10000.0,4,0,1,0,0.0
0,0.017937774,66,0,29.0,,5,0,0,0,0.0
0,0.091432047,63,0,0.308828653,14350.0,11,0,3,0,0.0
0,0.330396916,44,0,0.349625032,11600.0,19,0,1,0,1.0
0,0.079220022,49,0,0.352516387,9000.0,9,0,2,0,4.0
0,0.0,72,0,0.0,9400.0,5,0,0,0,0.0
0,0.003211317,54,0,0.151596538,3350.0,4,0,0,0,0.0
1,0.877331894,45,3,11.82247191,444.0,14,1,2,0,3.0
0,0.083790154,40,0,0.295615451,8050.0,8,0,2,0,2.0
1,1.026828862,43,0,0.199675763,3700.0,11,2,0,0,1.0
0,0.007890026,50,0,3.510611735,800.0,10,0,1,0,1.0
0,0.126324878,45,0,0.065486954,7741.0,9,0,0,0,0.0
0,0.011191013,47,0,0.857485693,5416.0,11,0,3,0,2.0
0,0.162883712,47,0,0.277897768,4166.0,5,0,1,0,3.0
0,0.004946848,29,0,0.600222099,1800.0,8,0,0,0,0.0
1,0.9999999,82,0,0.0,6000.0,1,0,0,0,0.0
0,0.011542942,72,0,22.0,,6,0,0,0,0.0
0,0.067609922,72,0,0.021263091,3150.0,3,0,0,0,0.0
0,0.253218431,66,0,0.615903614,6224.0,15,0,2,0,1.0
0,0.0,44,0,0.274787535,6000.0,6,0,3,0,0.0
0,0.040860915,66,0,0.157758397,23161.0,19,0,2,0,0.0
0,0.011139674,28,0,0.054412028,5586.0,4,0,0,0,1.0
0,0.694930899,45,0,8.516966068,500.0,6,0,3,0,3.0
0,0.32205942,52,0,0.250166651,10500.0,12,0,1,1,1.0
0,0.025953208,56,0,0.006856359,2916.0,4,0,0,0,0.0
0,0.008966049,74,0,0.178102551,4036.0,18,0,1,0,1.0
0,0.0,77,0,0.009665056,6000.0,2,0,0,0,0.0
0,0.8938792,52,1,0.319909885,3550.0,10,0,0,0,0.0
1,1.432972523,31,0,0.001217471,45996.0,3,0,0,1,1.0
0,0.032273244,46,0,24.0,,2,0,0,0,0.0
0,0.00576759,86,0,13.0,,13,0,0,0,0.0
0,0.618696573,56,0,0.366061075,5173.0,12,0,1,0,0.0
0,0.9999999,44,1,0.455450127,4320.0,4,1,1,0,0.0
0,0.0,50,1,0.484293425,11300.0,19,0,2,0,1.0
0,0.02179782,47,0,0.368610158,6122.0,6,0,1,0,0.0
0,1.28742515,40,1,0.075517334,3720.0,2,3,0,0,1.0
0,0.145689951,39,0,0.524337817,7210.0,22,0,4,0,3.0
0,0.726182545,25,0,0.410516605,1083.0,7,0,0,0,0.0
0,0.07822259,76,1,0.226268285,6425.0,13,0,1,0,0.0
0,0.148584399,48,0,0.364939177,6000.0,8,0,2,0,3.0
1,1.064387123,51,2,0.693641618,2940.0,6,0,1,1,1.0
0,0.07007209,34,0,0.045899489,21350.0,7,0,0,0,0.0
0,0.003888673,32,0,1.725124378,803.0,4,0,1,0,1.0
0,0.279958137,33,1,0.076624098,1800.0,5,0,0,1,4.0
0,0.9999999,45,0,0.144555344,8916.0,1,0,1,0,2.0
0,0.30213171,50,0,0.284371563,10000.0,12,0,1,0,0.0
0,0.12518939,46,0,0.294282287,2500.0,7,0,0,0,1.0
0,0.438956328,58,1,0.383604684,3500.0,10,0,0,0,0.0
0,0.539778547,40,0,0.150016706,5985.0,3,0,0,0,1.0
0,0.9999999,73,0,0.173860911,833.0,1,0,0,0,0.0
0,0.008160703,37,0,0.454636341,4000.0,6,0,1,0,0.0
0,0.035568888,53,0,0.305772812,2684.0,6,0,1,0,0.0
1,1.162082224,49,1,0.232465814,4533.0,3,2,0,0,3.0
0,0.075773106,46,0,0.376065677,9500.0,9,0,1,0,2.0
0,0.063193681,45,1,0.350193834,10833.0,6,0,2,0,2.0
0,0.9999999,46,0,2.0,,1,0,0,0,0.0
0,0.9999999,31,0,0.0,,0,0,0,0,0.0
0,0.02228529,59,0,0.006295131,5400.0,8,0,0,0,0.0
0,0.035448228,65,0,0.061141805,2714.0,9,0,0,0,1.0
1,0.9999999,62,0,0.100066269,3017.0,2,1,0,0,1.0
0,0.202721879,57,0,0.398294058,6916.0,11,0,3,0,0.0
0,0.0824665,55,0,0.173511767,6500.0,9,0,2,0,3.0
0,0.279769876,67,0,0.517662742,4500.0,16,0,1,0,0.0
0,0.0,29,0,8.03960396,100.0,2,0,0,0,0.0
0,0.0,41,0,0.232538373,20000.0,10,0,1,0,3.0
0,0.19314299,62,0,0.532718894,3254.0,6,0,1,0,3.0
0,0.580164737,66,0,0.355562629,6282.0,15,1,1,1,1.0
0,0.013374814,33,0,0.007832028,6000.0,6,0,0,0,2.0
0,0.029666788,75,0,0.134470448,5041.0,5,0,0,0,0.0
1,0.0,60,4,0.920748614,4327.0,5,4,3,1,1.0
1,0.9999999,28,0,0.0,2325.0,0,1,0,0,1.0
0,0.092964479,56,0,0.297033854,9540.0,9,0,1,0,3.0
1,0.955545894,52,1,0.524949909,10480.0,11,0,3,0,1.0
0,0.006100638,72,0,3.0,,8,0,0,0,0.0
0,0.17928419,51,1,0.401535043,9901.0,17,0,2,0,2.0
0,0.898920025,63,0,0.476168255,15000.0,9,0,2,0,0.0
0,0.005985243,88,0,0.000257136,11666.0,5,0,0,0,0.0
0,0.123234049,34,0,0.440630709,10400.0,8,0,4,0,0.0
0,0.257624693,66,0,0.27610075,5200.0,9,0,0,0,0.0
0,0.346988539,48,0,0.309517317,11000.0,8,0,1,2,0.0
0,0.0,76,0,0.0,,2,0,0,0,
0,0.00708771,30,0,1.881632653,734.0,5,0,1,0,0.0
0,1.002499609,50,1,0.340094272,7000.0,12,0,1,1,1.0
0,0.043639494,27,0,2.620915033,764.0,6,0,2,0,0.0
0,0.005017831,88,0,0.120729814,5151.0,20,0,0,0,0.0
1,0.885410514,49,4,0.386295929,12083.0,15,0,2,0,2.0
0,0.078671709,58,0,0.016997572,7000.0,3,0,0,0,0.0
0,0.115047841,62,0,0.134580877,3900.0,12,0,0,0,3.0
1,1.101796407,37,1,0.107578484,5000.0,5,1,0,1,3.0
0,0.968187602,26,0,0.228944655,2908.0,3,0,0,0,0.0
0,0.0,34,0,0.048868313,7775.0,9,0,0,0,0.0
0,0.834853924,36,0,1.128122245,3402.0,6,0,2,0,0.0
0,0.253194936,40,0,1.768718063,4500.0,7,0,2,0,0.0
0,0.110412798,56,1,0.299017573,7226.0,12,0,1,0,0.0
0,0.051140879,32,0,0.136183417,5800.0,14,0,0,0,0.0
0,0.007083137,69,0,0.682878081,1500.0,7,0,1,0,0.0
0,0.294923335,74,0,0.069808307,6259.0,6,0,0,0,0.0
0,0.869042363,62,0,0.453103553,6556.0,11,0,1,0,0.0
0,0.9999999,52,0,0.225974892,9000.0,4,0,1,0,0.0
0,0.9620038,46,0,0.385373518,7000.0,13,0,1,0,4.0
0,0.304513709,48,0,0.098655494,68500.0,9,0,4,0,3.0
0,0.907022331,46,0,0.348667478,9042.0,6,0,2,0,3.0
0,0.064766372,33,0,0.294280955,1800.0,8,0,0,0,1.0
0,0.139997183,68,1,0.313634318,13333.0,8,0,2,0,0.0
0,0.733266671,56,0,0.484206317,2500.0,11,0,1,0,0.0
0,0.294815026,27,1,0.235222672,2469.0,4,0,0,0,0.0
0,0.011995202,25,0,0.0,841.0,1,0,0,0,0.0
0,0.123421182,63,5,0.322263223,6503.0,11,0,2,0,0.0
0,0.185351849,55,1,0.633262762,4250.0,9,0,1,0,2.0
0,0.881955902,73,0,0.440809444,2964.0,4,0,1,0,0.0
0,0.020886659,41,1,1.000666223,1500.0,5,0,1,0,0.0
0,0.0,77,0,0.140625,3327.0,2,0,0,0,1.0
0,0.080257236,75,1,0.45821266,4833.0,11,0,1,0,1.0
0,0.9999999,28,1,0.059033563,4200.0,3,0,0,0,0.0
0,0.0,71,0,0.02733073,10500.0,17,0,0,0,0.0
0,0.047869074,62,0,0.095738033,8000.0,8,0,1,0,1.0
0,0.0,39,0,0.316129981,6800.0,3,0,1,0,1.0
0,0.122453351,44,0,0.28484401,10833.0,13,0,1,0,2.0
0,0.068736347,43,0,0.182925266,7800.0,3,0,1,0,2.0
0,0.016206305,62,0,0.300761277,8800.0,15,0,1,0,1.0
0,0.9999999,43,0,0.229834827,13500.0,7,0,1,0,2.0
0,0.042201212,43,0,0.478933587,4200.0,10,0,1,0,0.0
0,0.198416616,34,0,0.173235916,5200.0,7,0,0,0,0.0
0,0.007268951,82,0,0.108859444,3848.0,7,0,1,0,0.0
0,0.032187856,61,0,0.268910363,3000.0,6,0,1,0,0.0
1,0.943158132,44,0,0.617722015,5100.0,6,0,1,0,1.0
0,0.050167805,71,0,0.048634244,1500.0,10,0,0,0,0.0
1,0.913071475,49,1,0.704683196,3629.0,12,2,1,3,3.0
0,0.046883007,83,0,0.40960727,3080.0,15,0,1,0,1.0
0,0.044538263,53,0,0.421710409,5600.0,13,0,1,1,2.0
0,0.601856192,35,0,0.352568424,7416.0,11,0,2,0,0.0
0,0.041034329,40,0,25.5,1.0,9,0,0,0,0.0
0,0.253782892,57,1,0.534863502,5750.0,21,0,2,0,1.0
0,0.005234724,37,0,0.001714163,4666.0,6,0,0,0,0.0
0,0.386185299,41,0,0.619942061,10700.0,15,0,3,0,1.0
1,1.002035815,41,6,0.634897216,10166.0,15,0,2,1,2.0
0,0.181689952,56,0,0.160707143,12500.0,20,0,1,0,0.0
0,0.832055981,47,6,1.615263572,1270.0,13,0,2,0,1.0
0,0.02957002,52,0,0.20174482,2750.0,4,0,0,0,0.0
0,0.187919463,37,0,0.426653335,7000.0,5,0,1,0,2.0
0,0.69480872,52,0,0.549165779,8450.0,8,0,2,0,0.0
0,0.0,25,0,0.0,0.0,1,0,0,0,0.0
1,0.275776498,62,0,0.181737392,4500.0,13,0,0,0,0.0
0,0.004236468,70,0,0.414675447,5314.0,6,0,2,0,0.0
0,0.278828071,38,0,0.752055099,4500.0,13,0,1,0,2.0
0,0.703499803,37,0,0.337864854,2500.0,9,0,0,0,1.0
0,0.419515124,50,0,0.637045369,8000.0,11,0,2,0,0.0
0,0.080629154,50,1,0.036101083,2215.0,8,0,0,0,0.0
0,0.531407105,39,0,0.724809261,3800.0,15,0,1,0,1.0
0,0.000938945,70,0,0.0,1906.0,5,0,0,0,0.0
1,0.187266409,50,0,1.485676216,1500.0,15,0,1,0,1.0
0,0.984228541,69,0,0.815061646,3000.0,5,0,1,0,0.0
0,0.144930634,48,0,0.610503866,3750.0,14,0,1,0,1.0
1,0.928997937,49,4,0.406358238,8083.0,9,1,2,0,0.0
0,0.0,60,0,0.0,,11,0,0,0,0.0
0,0.668929315,28,0,0.35169669,4773.0,8,0,0,0,1.0
0,0.021575313,67,0,0.00252605,9500.0,4,0,0,0,0.0
0,0.111795528,38,0,83.0,,1,0,0,0,0.0
0,0.89680323,50,0,0.447290489,26000.0,15,0,3,0,0.0
0,0.010840284,58,1,0.285838496,9200.0,8,0,2,0,1.0
1,0.499197033,37,0,0.304461656,9166.0,4,0,1,0,0.0
0,0.214500617,52,0,0.378473754,6800.0,15,0,1,0,2.0
0,0.162382195,58,0,0.345975519,10783.0,11,0,2,0,1.0
0,0.029905843,68,0,0.00325705,11666.0,2,0,0,0,1.0
0,0.0,67,0,0.0,,3,0,0,0,0.0
0,0.007737743,69,0,0.244122966,9400.0,9,0,2,0,0.0
0,0.022173377,43,0,27.0,,6,0,0,0,0.0
0,0.190958823,35,0,0.77310293,2661.0,6,0,2,0,0.0
0,0.072157114,77,0,54.0,,1,0,0,0,0.0
0,0.078420544,40,0,0.377204145,5500.0,7,0,1,0,1.0
0,0.0,30,0,0.350886478,7557.0,10,0,1,0,0.0
0,0.164394098,44,2,0.317248734,3750.0,6,0,1,0,0.0
0,0.045577748,71,0,0.186425102,7616.0,5,0,1,0,0.0
0,0.293402067,71,0,0.266961863,7000.0,11,0,1,0,1.0
0,0.015174929,79,0,0.093720837,7500.0,14,0,1,0,0.0
0,0.036171723,40,0,0.009865351,7500.0,4,0,0,0,3.0
0,0.812712826,48,0,1.120606107,13000.0,9,0,4,0,1.0
0,0.0,45,0,0.0,,7,0,0,0,0.0
0,0.99670492,52,0,0.770472895,2600.0,3,0,1,0,0.0
0,0.284613758,57,0,0.647746501,6500.0,17,0,2,0,4.0
0,0.002237409,73,0,0.029217837,32000.0,12,0,2,0,0.0
0,0.197784549,40,0,0.315441939,10600.0,14,0,2,0,2.0
0,0.306615667,53,0,0.320165813,4100.0,7,0,1,0,1.0
0,0.847046118,51,1,0.278199098,10416.0,9,0,3,0,1.0
0,0.177303446,37,0,0.428819822,4600.0,7,0,1,0,0.0
0,0.076401112,42,0,0.546600158,3808.0,5,0,1,0,1.0
0,0.07583204,37,0,0.460476976,6666.0,22,0,2,0,2.0
0,0.053245275,47,0,0.292470753,10000.0,12,0,2,0,3.0
0,0.498261592,41,0,0.366447985,5334.0,11,0,1,0,2.0
1,0.84718156,49,0,1.306031035,6250.0,14,0,4,0,1.0
0,0.031871987,68,0,0.374672697,4200.0,12,0,1,0,0.0
0,0.252505361,52,0,0.442592901,6000.0,13,0,1,0,2.0
0,0.011784253,88,0,0.001833028,6000.0,5,0,0,0,1.0
1,0.9999999,60,0,0.231107557,2500.0,1,2,0,1,0.0
0,0.458970006,60,0,0.166692704,6400.0,4,0,1,0,1.0
0,0.9999999,33,1,0.11744777,7083.0,4,1,0,0,0.0
0,0.7035505,33,0,0.611353008,6200.0,8,0,2,0,0.0
0,0.60473099,37,0,0.459438677,2600.0,11,0,0,0,2.0
0,0.036942489,66,0,0.312869822,6759.0,13,0,1,0,0.0
0,0.038539905,63,0,0.267066552,3500.0,2,0,2,0,0.0
0,0.152220931,58,0,0.28123866,8266.0,11,0,2,0,1.0
0,0.055903164,90,0,0.003999429,7000.0,8,0,0,0,0.0
0,0.000533298,39,0,0.044991002,5000.0,3,0,0,0,3.0
0,0.805690272,58,0,0.395140589,16750.0,20,0,2,0,0.0
0,0.9999999,30,0,0.023798191,2100.0,1,1,0,0,0.0
0,0.443622255,48,0,0.311824206,8600.0,13,0,1,0,3.0
0,0.052371522,56,0,0.011134308,7184.0,2,0,0,0,0.0
0,0.9999999,48,2,0.615340254,5201.0,3,3,1,0,2.0
0,0.012664978,45,0,0.334122599,3800.0,8,0,0,0,0.0
0,0.367544152,23,0,33.0,,2,0,0,0,
0,0.096574449,35,0,0.478163494,6250.0,16,0,2,0,2.0
0,0.9999999,34,0,0.313132545,8200.0,4,0,2,0,0.0
0,0.229548153,52,4,0.223173595,7240.0,8,0,2,0,0.0
0,0.008481167,46,0,13.0,,4,0,0,0,2.0
0,0.155857891,28,0,0.186227323,2700.0,7,0,0,0,1.0
0,0.147213124,63,0,0.282179455,4000.0,7,0,2,0,1.0
0,0.265327541,54,0,0.341078721,7100.0,12,0,1,0,1.0
0,0.651782739,41,2,0.427575319,7600.0,7,0,1,0,1.0
0,0.140492195,31,0,0.107664701,3900.0,7,0,1,0,0.0
0,0.465048604,36,0,0.297675581,4000.0,4,0,0,0,2.0
0,0.9999999,33,0,0.416457218,9150.0,6,0,2,0,1.0
0,0.160777002,47,0,0.386754967,1509.0,7,0,0,0,3.0
0,0.352972034,43,0,0.040244969,8000.0,3,0,0,0,1.0
0,0.041699687,30,0,0.348260779,4800.0,18,0,1,0,0.0
0,0.636766176,42,0,0.379853902,2600.0,6,0,0,0,3.0
0,0.137698604,77,0,0.208223312,2650.0,6,0,0,0,0.0
0,0.005547683,93,0,0.148185181,10000.0,13,0,1,0,0.0
0,0.488594463,27,0,0.325162839,5833.0,9,0,2,0,2.0
1,1.005241441,38,2,0.198633561,6000.0,5,0,0,0,3.0
1,0.82394084,53,0,0.439491773,4800.0,13,0,0,0,0.0
0,0.002880151,70,0,0.253118751,10500.0,12,0,1,0,0.0
0,0.769567255,31,1,0.292387543,1733.0,6,0,0,1,1.0
0,0.26289236,52,0,0.364815997,4700.0,8,0,1,0,0.0
0,0.23150148,69,0,0.2606929,4675.0,6,0,1,0,1.0
1,0.037647802,57,1,0.429052688,7420.0,14,0,1,0,3.0
0,0.059624968,78,1,0.078522864,7500.0,17,0,0,0,0.0
0,0.037401613,77,0,0.009998182,5500.0,6,0,0,0,1.0
0,0.15239163,54,0,1.399176955,3401.0,8,0,2,0,0.0
0,0.047376135,64,0,0.264362501,8650.0,14,0,1,0,1.0
0,0.399948059,30,0,0.255091474,5793.0,8,0,1,0,1.0
0,0.98640136,41,1,0.960453233,4500.0,5,0,2,0,2.0
0,0.030323232,36,1,0.073493876,12000.0,4,0,0,0,0.0
0,0.029027165,86,0,0.305072195,2700.0,7,0,1,0,1.0
0,0.969763954,46,0,0.511126524,17300.0,19,0,5,1,4.0
0,1.117504543,49,1,0.274894271,2600.0,8,1,0,1,0.0
0,0.064510878,72,0,0.066373451,2500.0,7,0,0,0,0.0
1,0.9999999,32,0,0.0,2100.0,0,0,0,0,4.0
0,0.004327232,67,0,2.0,,3,0,0,0,
0,0.554802511,75,0,2.62962963,701.0,5,0,2,0,0.0
1,0.018650638,56,0,1.115730025,10800.0,8,0,5,0,0.0
0,0.39460248,53,0,0.452649068,5416.0,19,0,3,0,2.0
0,0.0,46,0,0.273221461,4230.0,4,0,1,0,2.0
0,0.233740973,60,0,0.770857363,2600.0,15,0,2,0,0.0
0,0.043861767,69,0,0.064119265,6908.0,7,0,1,0,0.0
0,0.0,83,0,0.017774343,2587.0,2,0,0,0,0.0
0,0.352668019,52,1,0.302707558,7792.0,11,0,2,0,1.0
0,0.040924296,51,0,0.243939015,4000.0,11,0,2,0,2.0
0,0.05444142,28,0,0.200266578,3000.0,6,0,0,0,0.0
0,0.008078517,61,0,0.184423953,9000.0,16,0,1,0,0.0
0,0.9999999,35,0,0.027287697,4250.0,1,0,0,0,0.0
1,0.9999999,34,0,0.0,,0,0,0,0,1.0
0,0.223180722,40,1,0.52107982,6000.0,16,0,2,0,1.0
0,0.032827454,80,0,0.383087112,3925.0,7,0,1,0,0.0
0,0.223250137,55,0,0.785535744,6000.0,14,0,2,0,0.0
0,0.0,70,0,0.0,2500.0,2,0,0,0,0.0
0,0.0,34,0,0.717094302,3000.0,5,0,1,0,2.0
0,0.448639476,45,0,0.239264665,7125.0,6,0,1,0,3.0
1,0.92062027,44,1,0.532435508,5271.0,9,0,1,0,2.0
0,0.746773963,32,0,1.763647271,1666.0,11,0,1,0,2.0
0,0.020698786,69,0,0.389298743,12334.0,15,0,2,0,0.0
0,0.262223824,36,0,0.150706113,9700.0,9,0,0,0,5.0
0,0.19393144,48,0,0.449770015,15000.0,9,0,4,0,2.0
0,0.018410221,58,0,0.379274457,6725.0,14,0,1,0,0.0
0,0.3399477,24,0,0.042280589,1560.0,4,0,0,0,0.0
0,0.122187781,78,0,36.0,,4,0,0,0,0.0
0,0.090527229,66,0,0.167418643,10416.0,6,0,1,0,0.0
0,0.720387994,42,0,1.129226777,13100.0,7,0,3,0,6.0
0,0.076173278,60,0,1.1247501,2500.0,8,0,1,0,1.0
0,0.305656308,32,0,0.133121308,2200.0,4,0,0,2,0.0
0,0.458180606,30,0,0.34475864,3500.0,8,0,2,0,0.0
0,0.047347736,59,0,0.1245688,10435.0,5,0,0,0,1.0
0,0.277341769,64,0,0.353013999,10500.0,17,0,2,0,0.0
0,0.052717202,56,0,0.525618595,4000.0,13,0,1,0,2.0
0,0.580626804,57,0,0.330997635,11416.0,7,0,2,0,0.0
0,0.848717094,73,2,1.351364289,6266.0,4,1,0,0,0.0
0,0.006359746,38,0,67.0,,2,0,0,0,0.0
0,0.421104569,41,0,0.443288757,8075.0,7,0,1,0,1.0
0,0.0,52,0,0.0,,2,0,0,0,
0,0.721278721,25,0,0.197633515,3126.0,5,4,0,1,2.0
0,0.339424895,48,0,0.200262516,5332.0,10,0,1,0,1.0
0,0.88005997,31,0,0.157097409,6600.0,4,0,0,0,3.0
0,0.775293873,65,0,0.597106223,8500.0,10,0,2,0,2.0
0,0.063898403,47,1,0.120575885,5000.0,11,0,0,0,1.0
0,0.089080112,48,1,0.798098025,4100.0,6,0,1,0,0.0
0,0.317985158,40,0,0.185407393,5166.0,7,0,0,0,2.0
0,0.004808306,70,0,0.023590408,7714.0,3,0,0,0,1.0
1,0.984942948,48,0,0.407869482,2083.0,4,1,0,0,3.0
0,0.026098793,56,0,0.313206077,7700.0,12,0,2,0,0.0
0,0.331938001,61,1,1.015661446,3000.0,14,0,2,0,0.0
0,0.073281484,64,0,0.215977266,9500.0,8,0,2,0,0.0
0,0.165922646,32,0,0.186130611,4700.0,10,0,0,0,0.0
0,0.9999999,44,0,0.481178568,9536.0,2,0,2,0,2.0
0,0.361326983,55,0,0.415718718,6768.0,7,0,2,0,0.0
0,0.006456381,84,0,0.002352249,3400.0,10,0,0,0,1.0
0,0.9999999,26,0,30.0,,0,0,0,0,0.0
