aircompany,origen,destino,distancia,avion,con_escala,consumo_kg,duracion,ingresos,id_vuelo,mes
PamPangea,Melbourne,Nueva York,16082,Boeing 747,True,192554.803584,1272,976989.49,Pam_MeNu_10747,Jun23
TabarAir,Roma,Londres,1433,Boeing 747,False,16650.6002,115,87278.56,Tab_RoLo_10747,Jun23
TabarAir,Ginebra,Roma,698,Airbus A320,False,1839.579,70,26544.83,Tab_GiRo_11320,Jun23
TabarAir,Roma,Cincinnati,7480,Airbus A320,True,19916.30784,662,292376.61,Tab_RoCi_11320,Jun23
TabarAir,Nueva York,Roma,6877,Airbus A320,True,17951.7208,618,278788.45,Tab_NuRo_11320,Jun23
TabarAir,Ginebra,Cincinnati,6969,Boeing 737,False,18289.4436,549,254721.59,Tab_GiCi_10737,Jun23
FlyQ,Cincinnati,Roma,7480,Airbus A380,False,89062.864,518,459531.72,Fly_CiRo_11380,Jun23
Airnar,Ginebra,Cincinnati,6969,Boeing 747,False,74289.54000000001,484,409577.36,Air_GiCi_10747,Jun23
Airnar,Cincinnati,Ginebra,6969,Boeing 747,False,78746.91240000002,484,416677.91,Air_CiGi_10747,Jun23
PamPangea,Nueva York,Ginebra,6206,Boeing 737,False,15985.4148,491,223311.33,Pam_NuGi_10737,Jun23
MoldaviAir,Londres,Cincinnati,6284,Airbus A380,False,79907.34400000001,438,387906.28,Mol_LoCi_11380,Jun23
TabarAir,Nueva York,Londres,5566,Airbus A380,False,68203.53760000001,391,337601.45,Tab_NuLo_11380,Jun23
MoldaviAir,Bali,Cincinnati,15011,Airbus A380,True,196710.388576,1200,903485.36,Mol_BaCi_11380,Jun23
TabarAir,Ginebra,Londres,739,Boeing 747,False,7877.74,69,43799.06,Tab_GiLo_10747,Jun23
FlyQ,Ginebra,Barcelona,660,Boeing 737,False,1651.914,70,24434.64,Fly_GiBa_10737,Jun23
TabarAir,Roma,Nueva York,6877,Boeing 747,False,76241.17280000001,478,392622.72,Tab_RoNu_10747,Jun23
TabarAir,Nueva York,Londres,5566,Airbus A320,True,15691.845312,523,227796.7,Tab_NuLo_11320,Jun23
TabarAir,Los Angeles,Roma,10077,Airbus A380,False,123479.5272,691,607549.59,Tab_LoRo_11380,Jun23
Airnar,Ginebra,Los Angeles,9103,Boeing 747,False,104801.0184,626,536283.52,Air_GiLo_10747,Jun23
PamPangea,Nueva York,París,5835,Boeing 737,False,14179.05,463,209806.5,Pam_NuPa_10737,Jun23
MoldaviAir,Londres,Bali,12553,Boeing 737,True,31723.9416,1153,458101.75,Mol_LoBa_10737,Jun23
Airnar,Cádiz,Bali,12798,Boeing 737,True,33960.26088000001,1171,473229.01,Air_CaBa_10737,Jun23
PamPangea,Melbourne,Londres,16900,Boeing 747,True,204222.5744,1326,977234.28,Pam_MeLo_10747,Jun23
FlyQ,Nueva York,Ginebra,6206,Airbus A380,False,76045.8416,433,376313.07,Fly_NuGi_11380,Jun23
TabarAir,Londres,Roma,1433,Airbus A320,False,3812.639799999999,123,56192.76,Tab_LoRo_11320,Jun23
TabarAir,Los Angeles,Roma,10077,Airbus A320,True,28409.400864,850,403578.08,Tab_LoRo_11320,Jun23
PamPangea,Melbourne,Nueva York,16082,Boeing 737,True,41861.70331200001,1421,547276.98,Pam_MeNu_10737,Jun23
PamPangea,Londres,Ginebra,739,Boeing 737,False,1867.6008,76,26541.02,Pam_LoGi_10737,Jun23
TabarAir,Roma,Los Angeles,10077,Boeing 737,False,26446.0788,785,356771.5,Tab_RoLo_10737,Jun23
Airnar,Cádiz,Ginebra,1725,Airbus A320,False,4589.535,145,65561.74,Air_CaGi_11320,Jun23
TabarAir,Nueva York,Roma,6877,Boeing 747,False,78440.43740000001,478,412740.69,Tab_NuRo_10747,Jun23
PamPangea,Londres,Melbourne,16900,Boeing 737,True,43990.97040000001,1483,612065.13,Pam_LoMe_10737,Jun23
TabarAir,Ginebra,Nueva York,6206,Boeing 747,False,68802.19840000001,433,365720.03,Tab_GiNu_10747,Jun23
TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,115753.748,626,570092.7,Tab_GiLo_11380,Jun23
TabarAir,Cincinnati,Nueva York,911,Boeing 737,False,2412.9657,89,33186.43,Tab_CiNu_10737,Jun23
FlyQ,Cincinnati,Barcelona,6763,Airbus A380,False,81307.4912,470,413988.84,Fly_CiBa_11380,Jun23
Airnar,París,Cádiz,1447,Airbus A320,False,3958.8473,124,59686.35,Air_PaCa_11320,Jun23
Airnar,Ginebra,Cincinnati,6969,Airbus A380,False,83784.1056,484,436517.99,Air_GiCi_11380,Jun23
PamPangea,Nueva York,Melbourne,16082,Boeing 737,True,43080.97622400001,1421,565908.88,Pam_NuMe_10737,Jun23
Airnar,Los Angeles,Ginebra,9103,Boeing 747,False,97037.98,626,532227.59,Air_LoGi_10747,Jun23
TabarAir,Cincinnati,Nueva York,911,Airbus A380,False,11478.9644,80,58098.34,Tab_CiNu_11380,Jun23
MoldaviAir,Bali,Cincinnati,15011,Boeing 737,True,39832.58916000001,1340,535966.72,Mol_BaCi_10737,Jun23
TabarAir,Ginebra,Nueva York,6206,Boeing 737,False,15834.609,491,223367.63,Tab_GiNu_10737,Jun23
FlyQ,Bali,Nueva York,16589,Boeing 747,True,193107.90408,1305,977742.22,Fly_BaNu_10747,Jun23
FlyQ,Ginebra,Bali,12383,Boeing 737,True,31607.26077600001,1140,432476.61,Fly_GiBa_10737,Jun23
Airnar,Los Angeles,Ginebra,9103,Airbus A380,False,112596.8276,626,586032.26,Air_LoGi_11380,Jun23
MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,True,248020.549088,1535,1279260.67,Mol_CaMe_11380,Jun23
TabarAir,Londres,Nueva York,5566,Airbus A320,True,15401.255584,523,226238.22,Tab_LoNu_11320,Jun23
MoldaviAir,Cincinnati,Londres,6284,Boeing 737,False,15728.2236,497,222490.71,Mol_CiLo_10737,Jun23
PamPangea,Londres,Ginebra,739,Airbus A380,False,8542.84,69,45834.52,Pam_LoGi_11380,Jun23
PamPangea,Ginebra,Melbourne,16674,Airbus A380,True,216498.417408,1311,1000870.96,Pam_GiMe_11380,Jun23
PamPangea,Melbourne,Ginebra,16674,Boeing 747,True,194097.36528,1311,953590.36,Pam_MeGi_10747,Jun23
FlyQ,Bali,Roma,12738,Airbus A380,False,148723.7928,869,776663.88,Fly_BaRo_11380,Jun23
TabarAir,Londres,Ginebra,739,Boeing 737,False,1885.5585,76,26285.68,Tab_LoGi_10737,Jun23
PamPangea,Ginebra,Melbourne,16674,Boeing 737,True,43402.688784,1466,594350.45,Pam_GiMe_10737,Jun23
PamPangea,Nueva York,Londres,5566,Boeing 737,False,13931.1414,442,197967.52,Pam_NuLo_10737,Jun23
PamPangea,Londres,Nueva York,5566,Boeing 747,False,63486.9092,391,332619.73,Pam_LoNu_10747,Jun23
FlyQ,Bali,Roma,12738,Boeing 737,True,35088.70622400001,1167,471060.67,Fly_BaRo_10737,Jun23
MoldaviAir,Bali,Londres,12553,Airbus A380,False,158172.8212,856,770529.81,Mol_BaLo_11380,Jun23
MoldaviAir,Melbourne,Londres,16900,Boeing 737,True,46126.4544,1483,595027.79,Mol_MeLo_10737,Jun23
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,191107.3632,1326,1023000.95,Mol_MeLo_10747,Jun23
PamPangea,Melbourne,Bali,2779,Airbus A320,False,7114.795799999999,221,111481.41,Pam_MeBa_11320,Jun23
PamPangea,Ginebra,Londres,739,Airbus A380,False,9226.2672,69,48224.9,Pam_GiLo_11380,Jun23
FlyQ,Nueva York,Cincinnati,911,Boeing 737,False,2435.103,89,32183.37,Fly_NuCi_10737,Jun23
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,33740.9254,224,180601.28,Air_CiLo_10747,Jun23
MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,True,190825.303552,1217,946919.05,Mol_CiMe_11380,Jun23
FlyQ,Barcelona,Cincinnati,6763,Airbus A320,True,19066.466016,610,276262.32,Fly_BaCi_11320,Jun23
Airnar,París,Cincinnati,6370,Airbus A320,True,17127.09544,581,246527.62,Air_PaCi_11320,Jun23
MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,True,52135.807464,1721,693024.59,Mol_CaMe_10737,Jun23
PamPangea,Bali,Ginebra,12383,Airbus A380,False,144578.9548,845,756884.51,Pam_BaGi_11380,Jun23
PamPangea,Bali,Melbourne,2779,Airbus A380,False,33410.2496,205,177016.95,Pam_BaMe_11380,Jun23
FlyQ,Barcelona,Bali,13058,Airbus A380,True,156988.4992,1070,840257.98,Fly_BaBa_11380,Jun23
Airnar,Cádiz,Cincinnati,6624,Airbus A320,True,17982.941184,600,259899.94,Air_CaCi_11320,Jun23
Airnar,Ginebra,Bali,12383,Boeing 747,False,142563.0024,845,735612.36,Air_GiBa_10747,Jun23
Airnar,Bali,Ginebra,12383,Airbus A380,False,151736.3288,845,792777.86,Air_BaGi_11380,Jun23
TabarAir,Londres,Cincinnati,6284,Boeing 747,False,71676.5608,438,378632.66,Tab_LoCi_10747,Jun23
TabarAir,Los Angeles,Nueva York,3944,Boeing 747,False,44145.192,282,225652.14,Tab_LoNu_10747,Jun23
PamPangea,Bali,Melbourne,2779,Airbus A380,False,34695.2592,205,180927.63,Pam_BaMe_11380,Jun23
MoldaviAir,Londres,Cádiz,1716,Airbus A380,False,21027.1776,134,110965.73,Mol_LoCa_11380,Jun23
Airnar,Los Angeles,Bali,12845,Boeing 737,True,35058.83472000001,1175,443829.03,Air_LoBa_10737,Jun23
TabarAir,Nueva York,Ginebra,6206,Boeing 747,False,70786.87720000002,433,376274.07,Tab_NuGi_10747,Jun23
FlyQ,Nueva York,Cincinnati,911,Airbus A320,False,2332.3422,86,35093.73,Fly_NuCi_11320,Jun23
MoldaviAir,París,Londres,344,Airbus A380,False,4294.771200000001,42,20902.39,Mol_PaLo_11380,Jun23
Airnar,Los Angeles,Ginebra,9103,Airbus A320,True,23762.4712,779,348248.76,Air_LoGi_11320,Jun23
Airnar,Cincinnati,París,6370,Airbus A380,False,81000.92,444,407314.65,Air_CiPa_11380,Jun23
TabarAir,Roma,Londres,1433,Airbus A320,False,3812.639799999999,123,54474.72,Tab_RoLo_11320,Jun23
FlyQ,Bali,Roma,12738,Boeing 737,True,33801.04728000001,1167,467951.06,Fly_BaRo_10737,Jun23
Airnar,Cincinnati,Los Angeles,3073,Boeing 747,False,35706.4162,224,187202.16,Air_CiLo_10747,Jun23
Airnar,Los Angeles,París,9099,Boeing 737,False,22773.8871,711,332592.43,Air_LoPa_10737,Jun23
TabarAir,Los Angeles,Londres,8785,Airbus A320,True,24996.27676,756,333712.43,Tab_LoLo_11320,Jun23
PamPangea,Bali,París,11980,Airbus A380,False,145413.24,818,766122.85,Pam_BaPa_11380,Jun23
TabarAir,Cincinnati,Roma,7480,Airbus A320,True,19525.792,662,284271.32,Tab_CiRo_11320,Jun23
Airnar,Cincinnati,París,6370,Airbus A320,True,18124.79032,581,252160.09,Air_CiPa_11320,Jun23
MoldaviAir,París,Bali,11980,Boeing 747,False,130260.936,818,674639.06,Mol_PaBa_10747,Jun23
MoldaviAir,Cádiz,París,1447,Airbus A320,False,3849.8882,124,54550.79,Mol_CaPa_11320,Jun23
MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,True,260060.3815680001,1535,1295515.83,Mol_MeCa_11380,Jun23
FlyQ,Barcelona,Roma,859,Boeing 747,False,9431.6482,77,50899.49,Fly_BaRo_10747,Jun23
FlyQ,Cincinnati,Barcelona,6763,Boeing 737,False,17584.4763,533,244962.86,Fly_CiBa_10737,Jun23
TabarAir,Roma,Cincinnati,7480,Airbus A380,False,94250.992,518,472524.83,Tab_RoCi_11380,Jun23
TabarAir,Roma,Cincinnati,7480,Boeing 737,False,18358.164,588,258737.92,Tab_RoCi_10737,Jun23
Airnar,Bali,París,11980,Boeing 747,False,130260.936,818,732878.07,Air_BaPa_10747,Jun23
MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,True,42427.13904000001,1359,528998.62,Mol_MeCi_10737,Jun23
FlyQ,Roma,Nueva York,6877,Airbus A380,False,79498.12000000001,478,429377.42,Fly_RoNu_11380,Jun23
MoldaviAir,Cincinnati,Londres,6284,Airbus A320,True,16403.7536,575,249156.11,Mol_CiLo_11320,Jun23
Airnar,Cádiz,Bali,12798,Boeing 747,True,154653.284448,1053,754191.0,Air_CaBa_10747,Jun23
MoldaviAir,París,Londres,344,Boeing 737,False,911.1528000000002,46,12372.41,Mol_PaLo_10737,Jun23
MoldaviAir,Bali,París,11980,Boeing 737,True,30275.856,1029,409713.51,Mol_BaPa_10737,Jun23
Airnar,Bali,Cincinnati,15011,Boeing 747,True,178067.206928,1200,928050.52,Air_BaCi_10747,Jun23
FlyQ,Bali,Nueva York,16589,Airbus A380,True,211405.969216,1305,1004810.48,Fly_BaNu_11380,Jun23
TabarAir,Ginebra,Cincinnati,6969,Airbus A380,False,85395.33840000001,484,423371.06,Tab_GiCi_11380,Jun23
MoldaviAir,Melbourne,Londres,16900,Boeing 747,True,192980.9648,1326,1006880.11,Mol_MeLo_10747,Jun23
MoldaviAir,Londres,Cádiz,1716,Airbus A320,False,4737.876,144,70674.57,Mol_LoCa_11320,Jun23
MoldaviAir,Cincinnati,Cádiz,6624,Boeing 737,False,17062.0992,523,225493.2,Mol_CiCa_10737,Jun23
PamPangea,Nueva York,París,5835,Boeing 747,False,62823.111,409,360338.37,Pam_NuPa_10747,Jun23
TabarAir,Cincinnati,Londres,6284,Airbus A380,False,77728.05280000002,438,404542.35,Tab_CiLo_11380,Jun23
PamPangea,París,Londres,344,Boeing 747,False,3960.4032,42,20749.29,Pam_PaLo_10747,Jun23
FlyQ,Nueva York,Barcelona,6170,Airbus A380,False,76317.964,431,398905.47,Fly_NuBa_11380,Jun23
FlyQ,Roma,Barcelona,859,Boeing 737,False,2129.117400000001,85,31227.48,Fly_RoBa_10737,Jun23
PamPangea,Nueva York,Melbourne,16082,Boeing 747,True,194337.718432,1272,952688.76,Pam_NuMe_10747,Jun23
PamPangea,Melbourne,Ginebra,16674,Boeing 737,True,46352.38608000001,1466,583465.41,Pam_MeGi_10737,Jun23
TabarAir,Ginebra,Los Angeles,9103,Airbus A380,False,108387.6004,626,550268.31,Tab_GiLo_11380,Jun23
PamPangea,Londres,Ginebra,739,Airbus A320,False,2021.8301,73,28007.41,Pam_LoGi_11320,Jun23
PamPangea,Bali,Londres,12553,Boeing 737,True,33310.13868,1153,442668.52,Pam_BaLo_10737,Jun23
Airnar,Cádiz,París,1447,Airbus A380,False,17229.1396,116,87307.63,Air_CaPa_11380,Jun23
Airnar,Los Angeles,Cádiz,9373,Boeing 737,False,23231.9178,731,339943.47,Air_LoCa_10737,Jun23
FlyQ,Barcelona,Bali,13058,Boeing 747,True,144766.2112,1070,752212.98,Fly_BaBa_10747,Jun23
TabarAir,Londres,Nueva York,5566,Boeing 747,False,62893.5736,391,330320.81,Tab_LoNu_10747,Jun23
