,Year,Major,Gender,Admission
5724,1973,Other,M,Rejected
5725,1973,Other,M,Accepted
5726,1973,Other,F,Accepted
5727,1973,Other,F,Accepted
5728,1973,Other,M,Rejected
5729,1973,Other,M,Rejected
5730,1973,Department of Economics,M,Accepted
5731,1973,Department of Physics and Astronomy,M,Accepted
5732,1973,Other,M,Rejected
5733,1973,Department of Economics,M,Accepted
5734,1973,Other,M,Accepted
5735,1973,Other,M,Accepted
5736,1973,School of Medicine,M,Accepted
5737,1973,Other,F,Accepted
5738,1973,Other,M,Rejected
5739,1973,Department of Physics and Astronomy,M,Accepted
5740,1973,Other,M,Rejected
5741,1973,Other,M,Rejected
5742,1973,School of Political Science and International Relations,F,Rejected
5743,1973,Other,M,Rejected
5744,1973,Other,M,Rejected
5745,1973,Other,M,Accepted
5746,1973,Department of Physics and Astronomy,M,Rejected
5747,1973,Other,M,Rejected
5748,1973,Other,M,Rejected
5749,1973,Other,M,Accepted
5750,1973,Other,F,Accepted
5751,1973,Other,F,Accepted
5752,1973,Other,F,Rejected
5753,1973,Other,M,Accepted
5754,1973,Other,M,Accepted
5755,1973,Other,M,Rejected
5756,1973,Other,M,Accepted
5757,1973,Other,M,Accepted
5758,1973,Other,M,Rejected
5759,1973,Other,M,Accepted
5760,1973,Other,M,Rejected
5761,1973,Department of Physics and Astronomy,M,Rejected
5762,1973,Other,M,Accepted
5763,1973,Other,F,Rejected
5764,1973,School of Medicine,F,Rejected
5765,1973,Department of Physics and Astronomy,M,Accepted
5766,1973,Other,F,Accepted
5767,1973,School of Medicine,F,Accepted
5768,1973,Department of Economics,M,Accepted
5769,1973,Other,M,Accepted
5770,1973,Other,M,Rejected
5771,1973,School of Medicine,M,Rejected
5772,1973,Department of Economics,M,Accepted
5773,1973,Other,M,Accepted
5774,1973,Other,M,Accepted
5775,1973,Other,M,Rejected
5776,1973,Other,M,Accepted
5777,1973,Other,M,Accepted
5778,1973,Other,M,Accepted
5779,1973,Other,M,Rejected
5780,1973,Department of Economics,M,Rejected
5781,1973,Department of Physics and Astronomy,M,Accepted
5782,1973,Other,M,Accepted
5783,1973,School of Political Science and International Relations,M,Accepted
5784,1973,Other,M,Rejected
5785,1973,Department of Psychology,M,Rejected
5786,1973,Other,M,Rejected
5787,1973,Department of Psychology,M,Rejected
5788,1973,Other,M,Rejected
5789,1973,Other,M,Rejected
5790,1973,Department of Mechanical Engineering,M,Accepted
5791,1973,Department of Mechanical Engineering,F,Rejected
5792,1973,Other,M,Accepted
5793,1973,School of Medicine,M,Rejected
5794,1973,Department of Physics and Astronomy,F,Accepted
5795,1973,School of Political Science and International Relations,M,Rejected
5796,1973,Other,F,Accepted
5797,1973,Department of Psychology,M,Rejected
5798,1973,Other,F,Rejected
5799,1973,Other,M,Accepted
5800,1973,Other,M,Accepted
5801,1973,Other,F,Rejected
5802,1973,Other,M,Rejected
5803,1973,Other,M,Accepted
5804,1973,Other,M,Accepted
5805,1973,Other,F,Rejected
5806,1973,Other,M,Rejected
5807,1973,School of Political Science and International Relations,F,Rejected
5808,1973,Other,F,Accepted
5809,1973,School of Medicine,M,Accepted
5810,1973,Department of Physics and Astronomy,M,Rejected
5811,1973,Other,M,Rejected
5812,1973,Other,M,Accepted
5813,1973,Other,M,Accepted
5814,1973,Other,M,Accepted
5815,1973,Other,F,Rejected
5816,1973,Other,M,Rejected
5817,1973,Department of Psychology,F,Rejected
5818,1973,Other,M,Accepted
5819,1973,School of Medicine,M,Rejected
5820,1973,School of Medicine,F,Accepted
5821,1973,Other,F,Rejected
5822,1973,Other,F,Rejected
5823,1973,School of Medicine,F,Accepted
5824,1973,Other,F,Rejected
5825,1973,Department of Psychology,F,Rejected
5826,1973,Other,F,Rejected
5827,1973,Other,F,Accepted
5828,1973,Department of Physics and Astronomy,M,Accepted
5829,1973,Other,F,Accepted
5830,1973,Other,M,Accepted
5831,1973,School of Medicine,F,Accepted
5832,1973,Department of Physics and Astronomy,M,Accepted
5833,1973,Other,M,Rejected
5834,1973,Other,F,Accepted
5835,1973,Department of Mechanical Engineering,M,Rejected
5836,1973,Other,M,Accepted
5837,1973,Other,M,Rejected
5838,1973,Other,M,Accepted
5839,1973,School of Political Science and International Relations,F,Accepted
5840,1973,Other,M,Accepted
5841,1973,Department of Physics and Astronomy,F,Rejected
5842,1973,Other,F,Rejected
5843,1973,Other,M,Accepted
5844,1973,Department of Economics,M,Rejected
5845,1973,Other,M,Rejected
5846,1973,Other,M,Rejected
5847,1973,Other,F,Accepted
5848,1973,Other,M,Accepted
5849,1973,Other,M,Rejected
5850,1973,Department of Physics and Astronomy,M,Rejected
5851,1973,Other,M,Rejected
5852,1973,Department of Psychology,F,Rejected
5853,1973,Other,M,Rejected
5854,1973,Department of Psychology,F,Rejected
5855,1973,Department of Physics and Astronomy,M,Rejected
5856,1973,Other,M,Rejected
5857,1973,Department of Physics and Astronomy,M,Accepted
5858,1973,Department of Physics and Astronomy,M,Accepted
5859,1973,School of Political Science and International Relations,M,Accepted
5860,1973,Department of Psychology,M,Rejected
5861,1973,Other,F,Accepted
5862,1973,Other,M,Rejected
5863,1973,Other,F,Rejected
5864,1973,Other,M,Rejected
5865,1973,Other,M,Rejected
5866,1973,Department of Physics and Astronomy,M,Accepted
5867,1973,Other,M,Rejected
5868,1973,School of Medicine,F,Rejected
5869,1973,Department of Mechanical Engineering,F,Rejected
5870,1973,Other,M,Rejected
5871,1973,Other,M,Rejected
5872,1973,Department of Economics,M,Rejected
5873,1973,Other,F,Rejected
5874,1973,Other,M,Rejected
5875,1973,Other,F,Accepted
5876,1973,Other,M,Accepted
5877,1973,Department of Psychology,F,Rejected
5878,1973,School of Medicine,M,Accepted
5879,1973,Other,M,Accepted
5880,1973,Other,M,Accepted
5881,1973,Other,M,Accepted
5882,1973,School of Medicine,F,Rejected
5883,1973,Other,F,Accepted
5884,1973,Department of Psychology,M,Rejected
5885,1973,Other,F,Rejected
5886,1973,Other,F,Rejected
5887,1973,Other,M,Accepted
5888,1973,Department of Physics and Astronomy,M,Accepted
5889,1973,Department of Physics and Astronomy,M,Accepted
5890,1973,Department of Mechanical Engineering,F,Accepted
5891,1973,Department of Physics and Astronomy,M,Accepted
5892,1973,Other,F,Rejected
5893,1973,Department of Mechanical Engineering,M,Rejected
5894,1973,Department of Psychology,M,Rejected
5895,1973,Other,M,Rejected
5896,1973,Other,M,Rejected
5897,1973,Other,M,Rejected
5898,1973,Other,M,Accepted
5899,1973,School of Political Science and International Relations,F,Rejected
5900,1973,Other,M,Rejected
5901,1973,Other,F,Rejected
5902,1973,Other,F,Accepted
5903,1973,Department of Psychology,M,Rejected
5904,1973,Department of Psychology,M,Rejected
5905,1973,Other,M,Accepted
5906,1973,Other,F,Rejected
5907,1973,Other,M,Accepted
5908,1973,Other,F,Rejected
5909,1973,Department of Mechanical Engineering,F,Accepted
5910,1973,School of Medicine,F,Rejected
5911,1973,Department of Physics and Astronomy,M,Accepted
5912,1973,Other,M,Rejected
5913,1973,Other,M,Rejected
5914,1973,Other,M,Accepted
5915,1973,Department of Psychology,M,Rejected
5916,1973,Other,M,Rejected
5917,1973,Other,F,Accepted
5918,1973,Other,F,Accepted
5919,1973,School of Medicine,F,Accepted
5920,1973,Department of Physics and Astronomy,M,Accepted
5921,1973,Other,M,Rejected
5922,1973,Department of Physics and Astronomy,M,Rejected
5923,1973,School of Political Science and International Relations,F,Rejected
5924,1973,Other,M,Accepted
5925,1973,Other,M,Accepted
5926,1973,Other,M,Accepted
5927,1973,Other,F,Accepted
5928,1973,Department of Physics and Astronomy,M,Rejected
5929,1973,Other,F,Rejected
5930,1973,Other,F,Rejected
5931,1973,School of Medicine,F,Accepted
5932,1973,Department of Mechanical Engineering,M,Accepted
5933,1973,Other,M,Rejected
5934,1973,Department of Physics and Astronomy,M,Rejected
5935,1973,Other,F,Accepted
5936,1973,Other,M,Accepted
5937,1973,Other,F,Accepted
5938,1973,Other,M,Rejected
5939,1973,Other,F,Rejected
5940,1973,Department of Physics and Astronomy,M,Accepted
5941,1973,Other,M,Rejected
5942,1973,Department of Economics,M,Rejected
5943,1973,School of Medicine,M,Rejected
5944,1973,Department of Psychology,F,Rejected
5945,1973,Other,M,Rejected
5946,1973,Other,M,Accepted
5947,1973,Department of Physics and Astronomy,M,Accepted
5948,1973,School of Political Science and International Relations,F,Rejected
5949,1973,Department of Mechanical Engineering,M,Rejected
5950,1973,Other,M,Rejected
5951,1973,Other,M,Rejected
5952,1973,Other,M,Rejected
5953,1973,Department of Economics,M,Rejected
5954,1973,Other,M,Accepted
5955,1973,Department of Physics and Astronomy,M,Accepted
5956,1973,School of Medicine,F,Rejected
5957,1973,Other,F,Accepted
5958,1973,Other,F,Accepted
5959,1973,Department of Economics,M,Rejected
5960,1973,Other,M,Rejected
5961,1973,Other,M,Rejected
5962,1973,Other,M,Rejected
5963,1973,Department of Mechanical Engineering,F,Rejected
5964,1973,Department of Physics and Astronomy,M,Rejected
5965,1973,Department of Mechanical Engineering,F,Rejected
5966,1973,School of Political Science and International Relations,F,Rejected
5967,1973,Other,M,Rejected
5968,1973,School of Political Science and International Relations,M,Rejected
5969,1973,Other,M,Accepted
5970,1973,Other,M,Rejected
5971,1973,Department of Economics,M,Accepted
5972,1973,Department of Physics and Astronomy,M,Accepted
5973,1973,School of Medicine,F,Rejected
5974,1973,Other,M,Rejected
5975,1973,Department of Mechanical Engineering,M,Accepted
5976,1973,Other,M,Rejected
5977,1973,Department of Mechanical Engineering,M,Rejected
5978,1973,School of Political Science and International Relations,M,Rejected
5979,1973,Other,F,Rejected
5980,1973,Other,M,Rejected
5981,1973,Other,M,Accepted
5982,1973,School of Medicine,F,Rejected
5983,1973,Other,F,Rejected
5984,1973,Other,F,Rejected
5985,1973,Department of Physics and Astronomy,M,Accepted
5986,1973,Other,M,Rejected
5987,1973,Other,M,Accepted
5988,1973,Department of Psychology,M,Rejected
5989,1973,Other,M,Accepted
5990,1973,Other,F,Rejected
5991,1973,Department of Economics,M,Rejected
5992,1973,Other,M,Accepted
5993,1973,Other,M,Rejected
5994,1973,Other,F,Accepted
5995,1973,Department of Physics and Astronomy,M,Accepted
5996,1973,School of Medicine,F,Rejected
5997,1973,Department of Physics and Astronomy,M,Accepted
5998,1973,Other,F,Accepted
5999,1973,Department of Physics and Astronomy,M,Accepted
6000,1973,Other,M,Rejected
6001,1973,Other,F,Accepted
6002,1973,Other,F,Rejected
6003,1973,Other,M,Accepted
6004,1973,School of Political Science and International Relations,F,Accepted
6005,1973,School of Political Science and International Relations,F,Rejected
6006,1973,Department of Physics and Astronomy,M,Accepted
6007,1973,School of Medicine,M,Rejected
6008,1973,Other,F,Rejected
6009,1973,School of Medicine,F,Rejected
6010,1973,Department of Physics and Astronomy,M,Accepted
6011,1973,Other,M,Accepted
6012,1973,Department of Physics and Astronomy,M,Accepted
6013,1973,Other,F,Rejected
6014,1973,Other,M,Rejected
6015,1973,School of Medicine,F,Rejected
6016,1973,School of Political Science and International Relations,F,Rejected
6017,1973,Other,M,Accepted
6018,1973,Other,F,Accepted
6019,1973,Other,M,Rejected
6020,1973,Other,M,Accepted
6021,1973,Other,M,Rejected
6022,1973,Other,M,Rejected
6023,1973,Other,M,Rejected
6024,1973,Other,M,Accepted
6025,1973,Other,M,Rejected
6026,1973,Other,F,Rejected
6027,1973,Other,M,Rejected
6028,1973,Other,F,Rejected
6029,1973,Other,M,Rejected
6030,1973,Other,M,Rejected
6031,1973,School of Political Science and International Relations,F,Rejected
6032,1973,Other,M,Accepted
6033,1973,School of Medicine,F,Accepted
6034,1973,School of Political Science and International Relations,F,Accepted
6035,1973,Other,M,Rejected
6036,1973,Department of Mechanical Engineering,M,Accepted
6037,1973,Other,M,Accepted
6038,1973,Other,F,Rejected
6039,1973,Department of Mechanical Engineering,M,Accepted
6040,1973,Other,M,Rejected
6041,1973,Other,M,Accepted
6042,1973,School of Medicine,F,Rejected
6043,1973,Other,M,Accepted
6044,1973,Other,M,Rejected
6045,1973,Department of Economics,M,Rejected
6046,1973,Other,M,Rejected
6047,1973,Other,M,Accepted
6048,1973,Department of Economics,M,Accepted
6049,1973,Other,M,Rejected
6050,1973,Department of Psychology,M,Rejected
6051,1973,Other,M,Rejected
6052,1973,Other,M,Rejected
6053,1973,Other,M,Rejected
6054,1973,Department of Mechanical Engineering,M,Rejected
6055,1973,Other,M,Accepted
6056,1973,School of Political Science and International Relations,F,Accepted
6057,1973,Other,M,Rejected
6058,1973,Department of Physics and Astronomy,F,Rejected
6059,1973,Other,M,Rejected
6060,1973,School of Medicine,F,Accepted
6061,1973,Other,M,Rejected
6062,1973,Other,M,Accepted
6063,1973,Other,M,Rejected
6064,1973,Other,M,Rejected
6065,1973,Department of Physics and Astronomy,M,Accepted
6066,1973,Other,F,Accepted
6067,1973,Department of Economics,M,Accepted
6068,1973,Other,M,Rejected
6069,1973,Other,M,Accepted
6070,1973,Other,F,Accepted
6071,1973,Other,F,Rejected
6072,1973,Department of Physics and Astronomy,M,Accepted
6073,1973,School of Medicine,M,Rejected
6074,1973,Other,M,Accepted
6075,1973,Other,M,Rejected
6076,1973,Other,M,Rejected
6077,1973,Department of Physics and Astronomy,M,Accepted
6078,1973,Other,F,Accepted
6079,1973,Other,F,Accepted
6080,1973,Other,M,Rejected
6081,1973,Other,M,Rejected
6082,1973,School of Medicine,F,Accepted
6083,1973,Other,M,Accepted
6084,1973,School of Medicine,F,Rejected
6085,1973,Other,M,Rejected
6086,1973,Department of Physics and Astronomy,M,Rejected
6087,1973,Other,M,Rejected
6088,1973,Other,M,Rejected
6089,1973,Department of Psychology,F,Rejected
6090,1973,Other,M,Rejected
6091,1973,Other,M,Rejected
6092,1973,Other,M,Rejected
6093,1973,Department of Psychology,F,Rejected
6094,1973,Other,M,Accepted
6095,1973,Department of Physics and Astronomy,M,Accepted
6096,1973,Other,M,Rejected
6097,1973,Other,M,Accepted
6098,1973,School of Medicine,M,Rejected
6099,1973,School of Medicine,F,Accepted
6100,1973,School of Political Science and International Relations,F,Accepted
6101,1973,School of Political Science and International Relations,F,Rejected
6102,1973,Other,F,Accepted
6103,1973,School of Political Science and International Relations,M,Rejected
6104,1973,School of Medicine,F,Rejected
6105,1973,Other,M,Accepted
6106,1973,Other,M,Rejected
6107,1973,School of Political Science and International Relations,F,Rejected
6108,1973,Other,M,Rejected
6109,1973,Other,F,Rejected
6110,1973,Department of Physics and Astronomy,M,Accepted
6111,1973,Other,M,Rejected
6112,1973,School of Political Science and International Relations,F,Rejected
6113,1973,School of Medicine,F,Accepted
6114,1973,Other,M,Rejected
6115,1973,School of Medicine,F,Rejected
6116,1973,Other,M,Rejected
6117,1973,Other,M,Rejected
6118,1973,Department of Psychology,F,Rejected
6119,1973,Department of Psychology,M,Rejected
6120,1973,Department of Physics and Astronomy,M,Rejected
6121,1973,Department of Physics and Astronomy,M,Accepted
6122,1973,Department of Psychology,M,Rejected
6123,1973,Other,M,Rejected
6124,1973,Other,M,Rejected
6125,1973,School of Political Science and International Relations,F,Rejected
6126,1973,Other,F,Accepted
6127,1973,Other,F,Accepted
6128,1973,Department of Physics and Astronomy,M,Rejected
6129,1973,Other,M,Rejected
6130,1973,Other,M,Rejected
6131,1973,Other,M,Accepted
6132,1973,School of Political Science and International Relations,F,Rejected
6133,1973,Department of Mechanical Engineering,M,Rejected
6134,1973,School of Medicine,M,Rejected
6135,1973,Other,M,Rejected
6136,1973,Other,M,Accepted
6137,1973,Other,M,Accepted
6138,1973,Other,F,Rejected
6139,1973,Other,M,Rejected
6140,1973,Other,M,Accepted
6141,1973,Department of Economics,M,Accepted
6142,1973,Other,F,Rejected
6143,1973,School of Political Science and International Relations,M,Rejected
6144,1973,School of Political Science and International Relations,F,Rejected
6145,1973,Other,M,Accepted
6146,1973,Department of Mechanical Engineering,M,Accepted
6147,1973,Department of Psychology,F,Rejected
6148,1973,Other,M,Accepted
6149,1973,Other,F,Rejected
6150,1973,School of Medicine,F,Accepted
6151,1973,Other,M,Rejected
6152,1973,Other,M,Accepted
6153,1973,Other,M,Rejected
6154,1973,Other,M,Accepted
6155,1973,Department of Physics and Astronomy,M,Rejected
6156,1973,Other,F,Rejected
6157,1973,Department of Psychology,F,Rejected
6158,1973,Department of Physics and Astronomy,M,Accepted
6159,1973,Other,M,Accepted
6160,1973,Department of Mechanical Engineering,M,Accepted
6161,1973,Other,F,Rejected
6162,1973,Department of Physics and Astronomy,M,Accepted
6163,1973,Department of Mechanical Engineering,M,Rejected
6164,1973,Other,M,Accepted
6165,1973,Department of Psychology,M,Rejected
6166,1973,Other,M,Accepted
6167,1973,Other,M,Accepted
6168,1973,Other,M,Rejected
6169,1973,Other,M,Rejected
6170,1973,Other,M,Rejected
6171,1973,Department of Mechanical Engineering,F,Rejected
6172,1973,Other,M,Rejected
6173,1973,Department of Psychology,M,Rejected
6174,1973,Other,M,Rejected
6175,1973,Other,M,Rejected
6176,1973,Department of Mechanical Engineering,M,Rejected
6177,1973,Department of Psychology,M,Rejected
6178,1973,Other,M,Accepted
6179,1973,Other,M,Accepted
6180,1973,Other,M,Rejected
6181,1973,Other,M,Accepted
6182,1973,Department of Mechanical Engineering,M,Rejected
6183,1973,Other,M,Rejected
6184,1973,Other,F,Rejected
6185,1973,Department of Physics and Astronomy,M,Accepted
6186,1973,Other,M,Accepted
6187,1973,Other,F,Rejected
6188,1973,Department of Mechanical Engineering,M,Rejected
6189,1973,Other,F,Rejected
6190,1973,Department of Psychology,M,Rejected
6191,1973,Other,M,Accepted
6192,1973,Other,M,Rejected
6193,1973,Other,M,Accepted
6194,1973,Department of Psychology,M,Rejected
6195,1973,Other,M,Accepted
6196,1973,Other,M,Accepted
6197,1973,Other,F,Rejected
6198,1973,Other,M,Rejected
6199,1973,Other,M,Accepted
6200,1973,Other,F,Rejected
6201,1973,Department of Economics,M,Accepted
6202,1973,Other,F,Rejected
6203,1973,Other,F,Rejected
6204,1973,Other,F,Accepted
6205,1973,Other,F,Accepted
6206,1973,Other,M,Accepted
6207,1973,Other,M,Rejected
6208,1973,Department of Mechanical Engineering,F,Rejected
6209,1973,Department of Economics,M,Rejected
6210,1973,Other,M,Rejected
6211,1973,Other,M,Accepted
6212,1973,Other,M,Accepted
6213,1973,Department of Physics and Astronomy,M,Accepted
6214,1973,Department of Psychology,M,Rejected
6215,1973,School of Medicine,F,Rejected
6216,1973,Other,M,Accepted
6217,1973,Other,F,Rejected
6218,1973,Other,M,Accepted
6219,1973,Other,M,Rejected
6220,1973,Other,M,Rejected
6221,1973,Other,M,Rejected
6222,1973,Other,M,Rejected
6223,1973,Other,F,Accepted
6224,1973,Other,F,Accepted
6225,1973,Other,F,Accepted
6226,1973,Other,M,Accepted
6227,1973,School of Political Science and International Relations,M,Rejected
6228,1973,Other,M,Accepted
6229,1973,Other,M,Rejected
6230,1973,Other,F,Accepted
6231,1973,Other,M,Accepted
6232,1973,Department of Psychology,M,Rejected
6233,1973,Other,M,Accepted
6234,1973,Department of Mechanical Engineering,F,Rejected
6235,1973,Department of Physics and Astronomy,M,Accepted
6236,1973,Department of Physics and Astronomy,M,Accepted
6237,1973,Other,M,Rejected
6238,1973,School of Medicine,F,Rejected
6239,1973,Other,F,Rejected
6240,1973,Department of Mechanical Engineering,F,Rejected
6241,1973,Other,F,Rejected
6242,1973,School of Medicine,F,Accepted
6243,1973,School of Medicine,M,Accepted
6244,1973,Other,F,Rejected
6245,1973,School of Political Science and International Relations,M,Rejected
6246,1973,Department of Mechanical Engineering,M,Accepted
6247,1973,School of Medicine,F,Rejected
6248,1973,Other,F,Rejected
6249,1973,Other,M,Rejected
6250,1973,Department of Physics and Astronomy,F,Accepted
6251,1973,School of Political Science and International Relations,F,Rejected
6252,1973,School of Medicine,F,Rejected
6253,1973,Other,F,Accepted
6254,1973,Other,F,Accepted
6255,1973,Other,F,Rejected
6256,1973,Other,M,Rejected
6257,1973,Department of Economics,M,Accepted
6258,1973,Other,F,Accepted
6259,1973,Department of Economics,M,Rejected
6260,1973,Other,F,Rejected
6261,1973,Other,M,Accepted
6262,1973,Other,F,Accepted
6263,1973,Department of Physics and Astronomy,M,Accepted
6264,1973,Other,M,Accepted
6265,1973,Other,M,Accepted
6266,1973,Other,M,Rejected
6267,1973,Other,F,Rejected
6268,1973,Other,M,Accepted
6269,1973,Department of Physics and Astronomy,M,Accepted
6270,1973,Department of Mechanical Engineering,M,Rejected
6271,1973,Other,F,Rejected
6272,1973,Other,M,Rejected
6273,1973,School of Political Science and International Relations,F,Rejected
6274,1973,Other,F,Accepted
6275,1973,Other,M,Rejected
6276,1973,Other,M,Accepted
6277,1973,Other,F,Rejected
6278,1973,Other,M,Accepted
6279,1973,Other,M,Rejected
6280,1973,Other,M,Rejected
6281,1973,Department of Economics,M,Rejected
6282,1973,Other,M,Rejected
6283,1973,Other,F,Rejected
6284,1973,Department of Physics and Astronomy,M,Accepted
6285,1973,Other,M,Rejected
6286,1973,Department of Physics and Astronomy,M,Accepted
6287,1973,Other,M,Rejected
6288,1973,Department of Psychology,M,Rejected
6289,1973,School of Medicine,F,Rejected
6290,1973,Other,M,Rejected
6291,1973,Other,M,Accepted
6292,1973,Department of Mechanical Engineering,M,Rejected
6293,1973,Other,M,Rejected
6294,1973,Department of Mechanical Engineering,M,Rejected
6295,1973,Department of Physics and Astronomy,M,Rejected
6296,1973,Department of Physics and Astronomy,M,Accepted
6297,1973,Department of Psychology,F,Rejected
6298,1973,Other,F,Rejected
6299,1973,Other,M,Rejected
6300,1973,Other,F,Rejected
6301,1973,Other,M,Rejected
6302,1973,Other,F,Rejected
6303,1973,Department of Economics,M,Accepted
6304,1973,Other,M,Accepted
6305,1973,Other,F,Accepted
6306,1973,Department of Economics,M,Accepted
6307,1973,Department of Psychology,F,Rejected
6308,1973,Other,M,Rejected
6309,1973,Other,M,Accepted
6310,1973,Department of Physics and Astronomy,M,Accepted
6311,1973,School of Political Science and International Relations,M,Rejected
6312,1973,Other,M,Accepted
6313,1973,Other,F,Rejected
6314,1973,Department of Physics and Astronomy,M,Accepted
6315,1973,School of Medicine,M,Rejected
6316,1973,Other,F,Rejected
6317,1973,School of Medicine,M,Accepted
6318,1973,Department of Physics and Astronomy,M,Accepted
6319,1973,School of Political Science and International Relations,M,Accepted
6320,1973,School of Medicine,F,Rejected
6321,1973,Other,F,Accepted
6322,1973,Other,M,Rejected
6323,1973,Other,M,Rejected
6324,1973,School of Medicine,F,Rejected
6325,1973,Department of Economics,M,Accepted
6326,1973,Department of Physics and Astronomy,M,Accepted
6327,1973,School of Political Science and International Relations,F,Rejected
6328,1973,Other,M,Rejected
6329,1973,Other,M,Rejected
6330,1973,School of Medicine,F,Rejected
6331,1973,School of Medicine,F,Accepted
6332,1973,Other,M,Rejected
6333,1973,Other,F,Rejected
6334,1973,Department of Psychology,F,Rejected
6335,1973,Department of Physics and Astronomy,M,Accepted
6336,1973,Department of Physics and Astronomy,M,Accepted
6337,1973,Other,M,Rejected
6338,1973,Other,F,Rejected
6339,1973,Other,F,Rejected
6340,1973,Other,M,Accepted
6341,1973,Other,M,Accepted
6342,1973,Other,M,Accepted
6343,1973,Department of Mechanical Engineering,M,Rejected
6344,1973,Department of Physics and Astronomy,M,Accepted
6345,1973,Other,F,Rejected
6346,1973,Other,F,Accepted
6347,1973,Other,F,Rejected
6348,1973,Other,M,Rejected
6349,1973,Other,M,Rejected
6350,1973,Department of Physics and Astronomy,M,Accepted
6351,1973,Other,M,Rejected
6352,1973,Other,M,Rejected
6353,1973,Other,M,Accepted
6354,1973,Other,M,Accepted
6355,1973,Department of Mechanical Engineering,M,Accepted
6356,1973,Department of Economics,M,Rejected
6357,1973,Department of Mechanical Engineering,M,Accepted
6358,1973,Department of Physics and Astronomy,M,Rejected
6359,1973,Other,M,Accepted
6360,1973,School of Political Science and International Relations,M,Rejected
6361,1973,Other,M,Rejected
6362,1973,Other,M,Rejected
6363,1973,Other,F,Rejected
6364,1973,Other,M,Rejected
6365,1973,Department of Psychology,M,Rejected
6366,1973,Other,M,Accepted
6367,1973,School of Political Science and International Relations,F,Rejected
6368,1973,Other,F,Accepted
6369,1973,Department of Mechanical Engineering,M,Accepted
6370,1973,Other,M,Rejected
6371,1973,Other,M,Accepted
6372,1973,Department of Physics and Astronomy,M,Accepted
6373,1973,Other,M,Rejected
6374,1973,Other,M,Rejected
6375,1973,Department of Mechanical Engineering,M,Accepted
6376,1973,Department of Physics and Astronomy,M,Accepted
6377,1973,Other,M,Rejected
6378,1973,School of Political Science and International Relations,F,Accepted
6379,1973,Department of Mechanical Engineering,F,Rejected
6380,1973,School of Medicine,F,Accepted
6381,1973,Other,F,Accepted
6382,1973,Department of Psychology,M,Rejected
6383,1973,Other,F,Rejected
6384,1973,Other,M,Accepted
6385,1973,Department of Mechanical Engineering,M,Accepted
6386,1973,Department of Physics and Astronomy,M,Accepted
6387,1973,Other,M,Rejected
6388,1973,Other,F,Accepted
6389,1973,Other,F,Rejected
6390,1973,Other,M,Rejected
6391,1973,Other,F,Rejected
6392,1973,Other,M,Rejected
6393,1973,Other,M,Rejected
6394,1973,Department of Psychology,F,Rejected
6395,1973,Department of Psychology,M,Rejected
6396,1973,Other,F,Rejected
6397,1973,Department of Economics,M,Accepted
6398,1973,School of Medicine,F,Accepted
6399,1973,Department of Physics and Astronomy,M,Accepted
6400,1973,Department of Mechanical Engineering,M,Rejected
6401,1973,Department of Psychology,F,Rejected
6402,1973,Department of Mechanical Engineering,M,Accepted
6403,1973,Department of Physics and Astronomy,M,Accepted
6404,1973,Other,F,Accepted
6405,1973,Other,M,Accepted
6406,1973,School of Medicine,M,Accepted
6407,1973,Other,M,Rejected
6408,1973,Other,M,Accepted
6409,1973,Other,M,Accepted
6410,1973,Other,M,Accepted
6411,1973,School of Medicine,F,Accepted
6412,1973,Other,M,Accepted
6413,1973,Department of Psychology,M,Rejected
6414,1973,Other,M,Accepted
6415,1973,Other,M,Accepted
6416,1973,Other,M,Accepted
6417,1973,Department of Physics and Astronomy,F,Rejected
6418,1973,School of Medicine,F,Rejected
6419,1973,Other,F,Rejected
6420,1973,Other,M,Accepted
6421,1973,Department of Economics,M,Rejected
6422,1973,Other,F,Rejected
6423,1973,Department of Mechanical Engineering,F,Rejected
6424,1973,Other,F,Rejected
6425,1973,Other,M,Accepted
6426,1973,School of Medicine,M,Accepted
6427,1973,Other,F,Accepted
6428,1973,Other,M,Rejected
6429,1973,Other,M,Rejected
6430,1973,Other,M,Rejected
6431,1973,Other,F,Accepted
6432,1973,Other,M,Rejected
6433,1973,Department of Economics,M,Accepted
6434,1973,Other,F,Rejected
6435,1973,Department of Economics,M,Accepted
6436,1973,Other,F,Rejected
6437,1973,Other,M,Rejected
6438,1973,Other,F,Accepted
6439,1973,Other,M,Accepted
6440,1973,Department of Economics,M,Accepted
6441,1973,Department of Mechanical Engineering,M,Rejected
6442,1973,Other,M,Rejected
6443,1973,Department of Economics,M,Accepted
6444,1973,Other,M,Accepted
6445,1973,School of Political Science and International Relations,M,Accepted
6446,1973,Other,M,Accepted
6447,1973,School of Political Science and International Relations,F,Rejected
6448,1973,School of Political Science and International Relations,M,Rejected
6449,1973,Other,M,Rejected
6450,1973,Other,M,Rejected
6451,1973,Other,M,Accepted
6452,1973,Other,F,Accepted
6453,1973,School of Political Science and International Relations,F,Rejected
6454,1973,School of Political Science and International Relations,F,Rejected
6455,1973,Other,M,Rejected
6456,1973,Other,M,Accepted
6457,1973,Department of Psychology,F,Rejected
6458,1973,Department of Psychology,M,Accepted
6459,1973,Department of Mechanical Engineering,M,Rejected
6460,1973,Other,M,Rejected
6461,1973,Other,F,Rejected
6462,1973,Other,M,Rejected
6463,1973,School of Medicine,F,Rejected
6464,1973,Other,M,Rejected
